epoch,stage,stage_epoch,trainable,train_loss,train_rank_loss,train_topk_loss,train_return_loss,train_direction_loss,train_gate_entropy,rank_ic_mean,rank_ic_std,rank_ic_ir,direction_accuracy,topk_return_mean,day_count,competition_period_excess_equal,competition_latest_window_return,competition_market_equal_period_return,competition_rolling_return_mean,competition_period_return,competition_score,competition_rolling_excess_equal_mean,competition_max_drawdown,competition_rolling_return_min,competition_recent_return_mean,competition_turnover_mean,competition_recent_return_min,competition_sharpe,competition_rolling_win_rate
1,score_rank,1,encoder_and_score,0.36713258637126156,0.3681829439119915,-0.0007260997563600016,0.008347602320339648,0.6932922797439487,1.0503573987995205,0.07642308381571462,0.10028937147566261,0.7620257529907877,0.5354821799624842,0.004674945907026995,64,-0.013955807541454313,0.01176620143911622,0.21221184730529785,0.03700276565050824,0.19825603976384354,0.012798523226757189,0.0052528799180308755,-0.056653091671226674,-0.03698864785334666,0.02488602220151037,0.5078125,0.01176620143911622,3.8723908479249802,0.8909090909090909
