wy,wr,wd,wc,cap_min_pct,top_n,daily_replace_k,val2026_strict_period_return,val2026_strict_excess_equal,val2026_strict_max_drawdown,val2026_strict_turnover_mean,hold2026_recent_period_return,hold2026_recent_excess_equal,hold2026_recent_max_drawdown,hold2026_recent_turnover_mean,same_pre_2025_period_return,same_pre_2025_excess_equal,same_pre_2025_max_drawdown,same_pre_2025_turnover_mean,same_comp_2025_period_return,same_comp_2025_excess_equal,same_comp_2025_max_drawdown,same_comp_2025_turnover_mean,selection_score_period,rolling_10d_return_mean,rolling_10d_win_rate,rolling_10d_return_min,rolling_10d_turnover_mean,latest_10d_return,recent5_10d_return_mean,recent5_10d_return_min,selection_score_competition
0.25,1.5,0.0,0.75,0.5,20.0,5.0,0.1205243399939191,0.0015296271643292503,-0.058660848228831775,0.5056818181818182,-0.003835665764783669,0.03823245805266018,-0.015364809641241983,0.5833333333333334,-0.04428794924113166,-0.02267494741770637,-0.04094119390495787,0.5833333333333334,-0.016217958623510387,-0.029602420026403453,-0.024719716800468694,0.5555555555555556,0.0024048416204967334,0.010157333148712528,0.7215189873417721,-0.07107338155172782,0.5499999999999997,0.011989756082081637,0.02191370944595015,0.007262344059334014,0.009981318715479592
0.0,0.5,0.25,0.25,0.0,20.0,5.0,0.11824286108221904,-0.000751851747370802,-0.053884399140047834,0.5056818181818182,-0.041546889434595946,0.0005212343828479016,-0.04423878599123232,0.5833333333333334,-0.03309572469637845,-0.011482722872953155,-0.030645657669528537,0.5833333333333334,0.007957017474408357,-0.00542744392848471,-0.022847719463197302,0.5555555555555556,-0.0027445497108205654,0.00846641989707671,0.6582278481012658,-0.08426604749345945,0.5499999999999997,0.018792749832992284,0.041560429439075806,0.006879750631301862,0.009972477737005736
0.0,1.0,0.5,0.5,0.0,20.0,5.0,0.11824286108221904,-0.000751851747370802,-0.053884399140047834,0.5056818181818182,-0.041546889434595946,0.0005212343828479016,-0.04423878599123232,0.5833333333333334,-0.03309572469637845,-0.011482722872953155,-0.030645657669528537,0.5833333333333334,0.007957017474408357,-0.00542744392848471,-0.022847719463197302,0.5555555555555556,-0.0027445497108205654,0.00846641989707671,0.6582278481012658,-0.08426604749345945,0.5499999999999997,0.018792749832992284,0.041560429439075806,0.006879750631301862,0.009972477737005736
0.0,0.5,0.25,0.25,0.0,20.0,3.0,0.11612507866141386,-0.002869634168175983,-0.04743517812587872,0.30795454545454537,-0.028279661636550824,0.013788462180893024,-0.03318432555724904,0.4166666666666667,-0.013257645038905363,0.00835535678451993,-0.02340927321928199,0.4166666666666667,-0.013277470780361122,-0.02666193218325419,-0.02616341920311538,0.3777777777777777,-0.000590206140266075,0.004445420543230811,0.5949367088607594,-0.07760099887582417,0.3700000000000001,0.008169893166264375,0.03893017118936108,0.005951952648350689,0.009606762475005488
0.0,1.0,0.5,0.5,0.0,20.0,3.0,0.11612507866141386,-0.002869634168175983,-0.04743517812587872,0.30795454545454537,-0.028279661636550824,0.013788462180893024,-0.03318432555724904,0.4166666666666667,-0.013257645038905363,0.00835535678451993,-0.02340927321928199,0.4166666666666667,-0.013277470780361122,-0.02666193218325419,-0.02616341920311538,0.3777777777777777,-0.000590206140266075,0.004445420543230811,0.5949367088607594,-0.07760099887582417,0.3700000000000001,0.008169893166264375,0.03893017118936108,0.005951952648350689,0.009606762475005488
0.5,1.0,0.25,0.75,0.0,20.0,5.0,0.12047141317126009,0.0014767003416702451,-0.05257875860644934,0.5056818181818182,-0.0036759706514085666,0.03839215316603528,-0.03255733578920994,0.5833333333333334,-0.04549470655257948,-0.023881704729154185,-0.04826660368068281,0.5833333333333334,-0.0010539528668540576,-0.014438414269747124,-0.01114172558538673,0.5555555555555556,0.0045145355954252335,0.008963608978849876,0.6835443037974683,-0.06963360829453547,0.5499999999999997,0.0035731369680065406,0.016652109469569652,0.0029165483233937195,0.009574004137749618
0.0,1.0,0.5,0.75,0.0,20.0,5.0,0.10497433490721941,-0.01402037792237043,-0.038476254595765313,0.5056818181818182,-0.02253297670531962,0.01953514711212423,-0.036158247455178705,0.5833333333333334,-0.01740851148690381,0.0042044903365214825,-0.021978066051006273,0.5833333333333334,0.010122508362936156,-0.0032619530399569108,-0.00886058780157517,0.5555555555555556,-0.0012840026925509504,0.011794521021432863,0.7215189873417721,-0.06036721211434326,0.5499999999999997,0.006734895658661921,0.021102988544213018,0.006734895658661921,0.009246585742049517
0.25,2.0,0.0,0.5,0.5,10.0,5.0,0.1644162792793875,0.04542156644979767,-0.10119851989105433,1.0,-0.030691626119429327,0.01137649769801452,-0.01955634082561508,1.0,-0.0589514966412894,-0.03733849481786411,-0.04341770012484736,1.0,-0.054698098706360776,-0.06808256010925384,-0.06451456175493664,1.0,0.007470671087844889,0.014044471055798464,0.6708860759493671,-0.09351438108995769,1.0,0.018968914382902824,0.018050251760566606,0.002746971073176452,0.009138745724280766
0.0,2.0,0.25,0.5,0.0,10.0,5.0,0.14138787146259135,0.02239315863300151,-0.15247759313127407,1.0,-0.027322388162312694,0.014745735655131154,-0.03126596261868997,1.0,-0.05001830636983673,-0.028405304546411436,-0.051724235063420276,1.0,-0.05486310319768928,-0.06824756460058234,-0.06043625323976187,1.0,-0.0007345750734155995,0.008540369143771466,0.620253164556962,-0.11546640660916041,1.0,0.06124190208460778,0.03848755823531826,0.019407327005788177,0.009008509804579033
0.0,1.0,0.0,0.25,0.5,10.0,5.0,0.17454330488528425,0.0555485920556944,-0.11625674481577908,1.0,-0.030691626119429327,0.01137649769801452,-0.01955634082561508,1.0,-0.060613687254743365,-0.03900068543131807,-0.04510732835779574,1.0,-0.055107623139840745,-0.06849208454273381,-0.0649198334925708,1.0,0.011717075353458329,0.015567963207559708,0.6708860759493671,-0.10286749816264029,1.0,0.01855585541877036,0.007789448178945202,-0.01048211152340861,0.008983482473437384
