wy,wr,wd,wc,cap_min_pct,top_n,daily_replace_k,val2026_strict_period_return,val2026_strict_excess_equal,val2026_strict_max_drawdown,val2026_strict_turnover_mean,hold2026_recent_period_return,hold2026_recent_excess_equal,hold2026_recent_max_drawdown,hold2026_recent_turnover_mean,same_pre_2025_period_return,same_pre_2025_excess_equal,same_pre_2025_max_drawdown,same_pre_2025_turnover_mean,same_comp_2025_period_return,same_comp_2025_excess_equal,same_comp_2025_max_drawdown,same_comp_2025_turnover_mean,selection_score_period
0.0,2.0,0.25,0.0,0.0,20,5,0.037218395008130845,-0.081776317821459,-0.1490013339325892,0.5056818181818182,-0.07451317226857579,-0.03244504845113194,-0.056128127037851305,0.5833333333333334,-0.051764790542406125,-0.030151788718980832,-0.035334151917695955,0.5833333333333334,0.022434080711172255,0.009049619308279189,-0.036139247102064176,0.5555555555555556,-0.048075930544044784
0.0,2.0,0.25,0.0,0.0,20,3,-0.008579668047845934,-0.12757438087743578,-0.15049720147683976,0.30795454545454537,-0.07619199667116061,-0.034123872853716763,-0.05395353770947475,0.4166666666666667,-0.05810171290067645,-0.03648871107725116,-0.04171484891551125,0.4166666666666667,0.026933102924512786,0.01354864152161972,-0.047104145294499467,0.3777777777777777,-0.06938045004162001
0.0,2.0,0.25,0.0,0.0,10,5,0.15454297073362566,0.03554825790403582,-0.15985242931087928,1.0,-0.05782005039592897,-0.01575192657848512,-0.054037482597119824,1.0,-0.07499896801903694,-0.053385966195611645,-0.049659045237226085,1.0,-0.05654551067593583,-0.0699299720788289,-0.06457160711240606,1.0,-0.00643865632897124
0.0,2.0,0.25,0.0,0.0,10,3,0.008952668393849006,-0.11004204443574084,-0.17305244856462587,0.6045454545454544,-0.07511464565133674,-0.033046521833892895,-0.063530826250215,0.6666666666666666,-0.06789355347561121,-0.04628055165218592,-0.05221158944696602,0.6666666666666666,0.01472694639254013,0.0013424849896470636,-0.07255501938409181,0.6444444444444444,-0.06452126045393743
0.0,2.0,0.25,0.0,0.5,20,5,0.11354521329222211,-0.00544949953736773,-0.1048607506150041,0.5056818181818182,-0.03183279300421615,0.010235330813227694,-0.02887372381132547,0.5833333333333334,-0.05036973341943818,-0.028756731596012886,-0.03988157520853097,0.5833333333333334,-0.037018391577300136,-0.0504028529801932,-0.04133920360558907,0.5555555555555556,-0.011767379774939468
0.0,2.0,0.25,0.0,0.5,20,3,-0.01785892003567069,-0.13685363286526053,-0.10970528949647929,0.30795454545454537,-0.01947981389890785,0.022588309918535998,-0.0271679293715954,0.4166666666666667,-0.048240380570521046,-0.026627378747095753,-0.03861952345860509,0.4166666666666667,-0.04078625518951229,-0.054170716592405355,-0.04802498279475409,0.3777777777777777,-0.06805677161065841
0.0,2.0,0.25,0.0,0.5,10,5,0.18197648448646064,0.0629817716568708,-0.13589635941078182,1.0,-0.05361085286517697,-0.011542729047733125,-0.0489452532722886,1.0,-0.06874222715516276,-0.04712922533173747,-0.03886331612364624,1.0,-0.0498480724911472,-0.06323253389404027,-0.06356767711221534,1.0,0.00890185109979192
0.0,2.0,0.25,0.0,0.5,10,3,0.030393424636204536,-0.08860128819338531,-0.11178346084808088,0.6045454545454544,-0.05704408438818154,-0.01497596057073769,-0.036787212690336246,0.6666666666666666,-0.09342653969553893,-0.07181353787211364,-0.06433961172153291,0.6666666666666666,-0.03570907601504503,-0.04909353741793809,-0.05930498649835525,0.6444444444444444,-0.06175063112321557
0.0,2.0,0.25,0.25,0.0,20,5,0.021818323830449682,-0.09717638899914016,-0.13562033534885665,0.5056818181818182,-0.05932279817577957,-0.01725467435833572,-0.04613416196888365,0.5833333333333334,-0.053300729187044094,-0.0316877273636188,-0.035334155642986254,0.5833333333333334,0.020817478320266813,0.007433016917373747,-0.03603803607716416,0.5555555555555556,-0.05168125020613376
0.0,2.0,0.25,0.25,0.0,20,3,-0.04913129545592754,-0.16812600828551738,-0.14949238353368455,0.30795454545454537,-0.08080880775567956,-0.03874068393823571,-0.06582784666534847,0.4166666666666667,-0.06083147743737349,-0.0392184756139482,-0.040870280513926716,0.4166666666666667,-0.0058659969193100014,-0.019250458322203068,-0.050230207487463874,0.3777777777777777,-0.09411221480346443
0.0,2.0,0.25,0.25,0.0,10,5,0.0812705225367143,-0.03772419029287555,-0.17149528961146665,1.0,-0.04069463800768658,0.0013734858097572689,-0.03684331137466623,1.0,-0.051567763936693156,-0.029954762113267863,-0.04830478538978211,1.0,-0.04481460470333121,-0.05819906610622427,-0.05485581947236273,1.0,-0.029855588412278502
0.0,2.0,0.25,0.25,0.0,10,3,-0.027923447877356566,-0.1469181607069464,-0.172858648919072,0.6045454545454544,-0.06174045625274005,-0.019672332435296203,-0.04998912507577247,0.6666666666666666,-0.041305798273069017,-0.019692796449643724,-0.051443886239605274,0.6666666666666666,-0.04610229635106544,-0.05948675775395851,-0.08900869689073365,0.6444444444444444,-0.08290818855749027
0.0,2.0,0.25,0.25,0.5,20,5,0.09242070516631617,-0.02657400766327367,-0.10197768124970241,0.5056818181818182,-0.025034179476340457,0.01703394434110339,-0.02012332526227434,0.5833333333333334,-0.050486814021287074,-0.02887381219786178,-0.03591538912663317,0.5833333333333334,-0.03518759763231971,-0.04857205903521278,-0.044333495322995575,0.5555555555555556,-0.019316698048158484
0.0,2.0,0.25,0.25,0.5,20,3,-0.00799751898460943,-0.12699223181419927,-0.10385427542131787,0.30795454545454537,-0.0322372220803373,0.009830901737106545,-0.03836136329780593,0.4166666666666667,-0.0540327764510492,-0.03241977462762391,-0.041949222429963795,0.4166666666666667,-0.027467976999088095,-0.04085243840198116,-0.03905769455797359,0.3777777777777777,-0.0656796108365538
0.0,2.0,0.25,0.25,0.5,10,5,0.19907883978639296,0.08008412695680311,-0.1426222444245583,1.0,-0.03720693659924523,0.004861187218198615,-0.02359375249888962,1.0,-0.05864191011741238,-0.037028908293987084,-0.04327980843418622,1.0,-0.052017076059406864,-0.06540153746229993,-0.06186138011804543,1.0,0.021888587071668006
0.0,2.0,0.25,0.25,0.5,10,3,0.0202292400906825,-0.09876547273890735,-0.1322570081952794,0.6045454545454544,-0.04670104166603761,-0.004632917848593765,-0.026221973721672454,0.6666666666666666,-0.054383239140601836,-0.03277023731717654,-0.05815937094841228,0.6666666666666666,-0.05440947506497218,-0.06779393646786525,-0.06728796188020647,0.6444444444444444,-0.06068731826241301
0.0,2.0,0.25,0.5,0.0,20,5,0.10632636217507052,-0.012668350654519323,-0.11648809253100212,0.5056818181818182,-0.05116643512889818,-0.009098311311454332,-0.04171255018871556,0.5833333333333334,-0.05190037053733587,-0.03028736871391058,-0.03250728380594359,0.5833333333333334,0.011504237955179963,-0.001880223447713103,-0.03770450521216118,0.5555555555555556,-0.012800474446640833
0.0,2.0,0.25,0.5,0.0,20,3,0.014946350376666917,-0.10404836245292293,-0.10451501201792568,0.30795454545454537,-0.06797216639472936,-0.025904042577285513,-0.053918755154314546,0.4166666666666667,-0.058308615348522386,-0.03669561352509709,-0.041996438940411274,0.4166666666666667,-0.003384114307985242,-0.01676857571087831,-0.04611103530468108,0.3777777777777777,-0.061317402133533004
0.0,2.0,0.25,0.5,0.0,10,5,0.14138787146259135,0.02239315863300151,-0.15247759313127407,1.0,-0.027322388162312694,0.014745735655131154,-0.03126596261868997,1.0,-0.05001830636983673,-0.028405304546411436,-0.051724235063420276,1.0,-0.05486310319768928,-0.06824756460058234,-0.06043625323976187,1.0,-0.0007345750734155995
0.0,2.0,0.25,0.5,0.0,10,3,0.04496688001885496,-0.07402783281073488,-0.14392070825119818,0.6045454545454544,-0.02802876626400186,0.014039357553441989,-0.031269694972090534,0.6666666666666666,-0.06523262335119939,-0.0436196215277741,-0.06280755965415619,0.6666666666666666,-0.015744489461213984,-0.02912895086410705,-0.06585487026036241,0.6444444444444444,-0.040714971235252376
0.0,2.0,0.25,0.5,0.5,20,5,0.11245138884324035,-0.006543323986349492,-0.08751251568755825,0.5056818181818182,-0.010282272854544305,0.03178585096289954,-0.012769926087558225,0.5833333333333334,-0.046667857786720224,-0.02505485596329493,-0.03869195759695043,0.5833333333333334,-0.029621454551347237,-0.043005915954240304,-0.037386638890358204,0.5555555555555556,-0.005207148840762671
0.0,2.0,0.25,0.5,0.5,20,3,0.050427830491927894,-0.06856688233766195,-0.10714703365198097,0.30795454545454537,-0.024501660283870907,0.01756646353357294,-0.03248849592488745,0.4166666666666667,-0.05127084044143171,-0.029657838618006416,-0.04324364180212148,0.4166666666666667,-0.030567159166527524,-0.04395162056942059,-0.03545401620267996,0.3777777777777777,-0.0375049000466687
0.0,2.0,0.25,0.5,0.5,10,5,0.13429443541399722,0.015299722584407371,-0.10302081838958066,1.0,-0.03273624892529825,0.009331874892145597,-0.014884536078878186,1.0,-0.061863648904038726,-0.04025064708061343,-0.046942234891109935,1.0,-0.046414686376782366,-0.05979914777967543,-0.05631716830561029,1.0,-0.0057896253430236135
0.0,2.0,0.25,0.5,0.5,10,3,0.04788689472680896,-0.07110781810278088,-0.11930807192419812,0.6045454545454544,-0.029330954081151606,0.012737169736292242,-0.01941370677734089,0.6666666666666666,-0.05702044618802682,-0.035407444364601526,-0.06099697783092928,0.6666666666666666,-0.04389115217718553,-0.0572756135800786,-0.05677959759926943,0.6444444444444444,-0.04271668440388036
0.0,2.0,0.25,0.75,0.0,20,5,0.09805755428101315,-0.020937158548576695,-0.08503418260714635,0.5056818181818182,-0.03627533050241827,0.0057927933150255795,-0.034787404634915475,0.5833333333333334,-0.04452839534809583,-0.022915393524670535,-0.03106196130264749,0.5833333333333334,0.004116463288774241,-0.009267998114118825,-0.0364244101221044,0.5555555555555556,-0.01280103176392152
0.0,2.0,0.25,0.75,0.0,20,3,0.06322915642318572,-0.055765556406404126,-0.08415240133547386,0.30795454545454537,-0.03333119712701049,0.008736926690433355,-0.039205701060360254,0.4166666666666667,-0.04687089256690824,-0.025257890743482947,-0.04285478493959394,0.4166666666666667,-0.014127829418252413,-0.02751229082114548,-0.03928357339781863,0.3777777777777777,-0.03082579594496778
0.0,2.0,0.25,0.75,0.0,10,5,0.09315811505828608,-0.02583659777130376,-0.12736333975500602,1.0,-0.055650665687129064,-0.013582541869685216,-0.04812987314860029,1.0,-0.06333262683300456,-0.041719625009579264,-0.05497595493861018,1.0,-0.05168034213931072,-0.06506480354220379,-0.058050639039901264,1.0,-0.031039768747275452
0.0,2.0,0.25,0.75,0.0,10,3,0.050480126478230414,-0.06851458635135943,-0.08711544475316868,0.6045454545454544,-0.006354472582050241,0.035713651235393606,-0.022211826175854044,0.6666666666666666,-0.046716960858569356,-0.025103959035144063,-0.06041092621190247,0.6666666666666666,-0.009323521267546209,-0.022707982670439275,-0.06077337579462183,0.6444444444444444,-0.029074942305100843
0.0,2.0,0.25,0.75,0.5,20,5,0.12599967104443177,0.007004958214841928,-0.07047972051684825,0.5056818181818182,-0.01610825487278078,0.025959868944663067,-0.01574152496606107,0.5833333333333334,-0.0529155353973213,-0.03130253357389601,-0.042296815727638326,0.5833333333333334,-0.03473535056421839,-0.04811981196711146,-0.041196143429009346,0.5555555555555556,-0.0022711533983064847
0.0,2.0,0.25,0.75,0.5,20,3,0.01807013289137993,-0.10092457993820991,-0.08032635741625571,0.30795454545454537,-0.021364839752832987,0.02070328406461086,-0.031313781709354394,0.4166666666666667,-0.05234472299663184,-0.03073172117320655,-0.04314297851629567,0.4166666666666667,-0.022796591020545542,-0.03618105242343861,-0.029337293423637112,0.3777777777777777,-0.050277155995538524
0.0,2.0,0.25,0.75,0.5,10,5,0.09563570383904252,-0.023359008990547325,-0.11208756467188197,1.0,-0.04265667432499909,-0.0005885505075552411,-0.03204374132082877,1.0,-0.05630248021349116,-0.034689478390065864,-0.058524455909656825,1.0,-0.06547453902201283,-0.0788590004249059,-0.0645821345531602,1.0,-0.02769096349488087
0.0,2.0,0.25,0.75,0.5,10,3,0.06170419465121135,-0.05729051817837849,-0.05936375290925999,0.6045454545454544,-0.021587292030012084,0.020480831787431764,-0.015308672491334718,0.6666666666666666,-0.03535039920615468,-0.013737397382729388,-0.051552452480075006,0.6666666666666666,-0.05067089667124758,-0.06405535807414064,-0.058323264614505654,0.6444444444444444,-0.03232943855194289
0.0,2.0,0.5,0.0,0.0,20,5,0.09348671856986113,-0.025507994259728717,-0.14311336852755485,0.5056818181818182,-0.07366490242265589,-0.03159677860521204,-0.05474479097293461,0.5833333333333334,-0.04213197642182809,-0.020518974598402795,-0.03304057636260982,0.5833333333333334,0.013412207442236257,2.774603934319053e-05,-0.038835774633528275,0.5555555555555556,-0.02245147635203987
0.0,2.0,0.5,0.0,0.0,20,3,-0.028007244803804676,-0.14700195763339452,-0.13734893283810912,0.30795454545454537,-0.0765017257636641,-0.03443360194622025,-0.054270723767993245,0.4166666666666667,-0.03845526322100856,-0.01684226139758327,-0.031170083245039004,0.4166666666666667,0.028218613813187243,0.014834152410294177,-0.04671507209237313,0.3777777777777777,-0.07506049776967597
0.0,2.0,0.5,0.0,0.0,10,5,0.15015412444543008,0.031159411615840238,-0.15065270670536546,1.0,-0.08933044388682176,-0.04726232006937792,-0.07183366278474013,1.0,-0.07570810633083769,-0.054095104507412395,-0.05302740557994723,1.0,-0.055991844322945905,-0.06937630572583897,-0.06727858861661162,1.0,-0.016314556325204076
0.0,2.0,0.5,0.0,0.0,10,3,0.012891585039647158,-0.10610312778994269,-0.1524006417244106,0.6045454545454544,-0.07511464565133674,-0.033046521833892895,-0.063530826250215,0.6666666666666666,-0.056392503605740996,-0.0347795017823157,-0.033451358920663865,0.6666666666666666,-0.002394512065327925,-0.01577897346822099,-0.08565088385804553,0.6444444444444444,-0.06359180925152794
0.0,2.0,0.5,0.0,0.5,20,5,0.02220433287802792,-0.09679037995156192,-0.1403235535891617,0.5056818181818182,-0.030014443031591176,0.012053680785852672,-0.02646100668625606,0.5833333333333334,-0.05690976497983402,-0.03529676315640873,-0.04127578715423563,0.5833333333333334,-0.02116907215503505,-0.03455353355792812,-0.03163640162043779,0.5555555555555556,-0.051019795288890224
0.0,2.0,0.5,0.0,0.5,20,3,-0.0202469875682576,-0.13924170039784745,-0.09531994021900325,0.30795454545454537,-0.023056535946422763,0.019011587871021085,-0.024998456274867076,0.4166666666666667,-0.0512639262197262,-0.029650924396300904,-0.03989154435907605,0.4166666666666667,-0.03381533701653905,-0.047199798419432115,-0.04365546246873453,0.3777777777777777,-0.06943347663363603
0.0,2.0,0.5,0.0,0.5,10,5,0.12342997279470769,0.004435259965117844,-0.12398875805076015,1.0,-0.05289598383076055,-0.010827860013316704,-0.027829626358037984,1.0,-0.05166987156178193,-0.03005686973835664,-0.04364841688983345,1.0,-0.06983451598495383,-0.08321897738784689,-0.0755353431639948,1.0,-0.017702475087956675
0.0,2.0,0.5,0.0,0.5,10,3,0.055512919891363754,-0.06348179293822609,-0.10339859565855458,0.6045454545454544,-0.05948921032178578,-0.01742108650434193,-0.03170916739522234,0.6666666666666666,-0.061554783379576095,-0.0399417815561508,-0.05985467889121665,0.6666666666666666,-0.05266677272668374,-0.06605123412957681,-0.06711691611585247,0.6444444444444444,-0.048821030801146366
0.0,2.0,0.5,0.25,0.0,20,5,0.006419989293734885,-0.11257472353585496,-0.15278908928810853,0.5056818181818182,-0.06681596018281133,-0.02474783636536748,-0.0475088170077157,0.5833333333333334,-0.0564697639791103,-0.034856762155685006,-0.03496180542707439,0.5833333333333334,0.007272500161555229,-0.006111961241337838,-0.04906223675181809,0.5555555555555556,-0.06299089319203002
0.0,2.0,0.5,0.25,0.0,20,3,-0.031011710985852092,-0.15000642381544194,-0.12133115931252092,0.30795454545454537,-0.0908113673772426,-0.048743243559798755,-0.06817564923257291,0.4166666666666667,-0.044150282806659336,-0.022537280983234043,-0.030753633042573947,0.4166666666666667,-0.0029184954716386935,-0.01630295687453176,-0.0482755818455155,0.3777777777777777,-0.08551473728556343
0.0,2.0,0.5,0.25,0.0,10,5,0.03520046902029805,-0.08379424380929179,-0.18940769659761203,1.0,-0.03676269328711157,0.005305430530332278,-0.03684331137466612,1.0,-0.06478909496989982,-0.043176093146474526,-0.048915207247147596,1.0,-0.05488221434563145,-0.06826667574852452,-0.06988505797459688,1.0,-0.053097467415848094
0.0,2.0,0.5,0.25,0.0,10,3,0.02116246577601477,-0.09783224705357507,-0.1361222162274094,0.6045454545454544,-0.06108539610724384,-0.01901727228979999,-0.05736755855750131,0.6666666666666666,-0.04590845687248557,-0.024295455049060277,-0.037288217414252034,0.6666666666666666,-0.02498780589920524,-0.038372267302098306,-0.07081390533187182,0.6444444444444444,-0.058178987599232575
0.0,2.0,0.5,0.25,0.5,20,5,0.0743851417693393,-0.04460957106025054,-0.1097238987764726,0.5056818181818182,-0.02074175006502732,0.021326373752416528,-0.019088859105007017,0.5833333333333334,-0.053912822112769154,-0.03229982028934386,-0.040141781384966935,0.5833333333333334,-0.02607902926256589,-0.039463490665458956,-0.03452787389499168,0.5555555555555556,-0.025507210182229036
0.0,2.0,0.5,0.25,0.5,20,3,-0.00022469918286427415,-0.11921941201245412,-0.08781002178431752,0.30795454545454537,-0.026700303286509408,0.01536782053093444,-0.031199974863744262,0.4166666666666667,-0.055111562230686695,-0.0334985604072614,-0.04484477614610527,0.4166666666666667,-0.026714541032814343,-0.04009900243570741,-0.03926175468140658,0.3777777777777777,-0.06084641469931606
0.0,2.0,0.5,0.25,0.5,10,5,0.18499706663546522,0.06600235380587538,-0.1051861427484928,1.0,-0.045451572008800345,-0.0033834481913564973,-0.016148434453552296,1.0,-0.061191609551025095,-0.0395786077275998,-0.049928137854392096,1.0,-0.07447125553122469,-0.08785571693411776,-0.0750684650403487,1.0,0.009740048465547166
0.0,2.0,0.5,0.25,0.5,10,3,0.03596709347208993,-0.08302761935749992,-0.1113514164120798,0.6045454545454544,-0.04631256647729631,-0.004244442659852465,-0.019413706777340778,0.6666666666666666,-0.054168564905983985,-0.03255556308255869,-0.05815937094841228,0.6666666666666666,-0.05181655108829142,-0.06520101249118448,-0.06215488220987786,0.6444444444444444,-0.053087025711899556
0.0,2.0,0.5,0.5,0.0,20,5,0.0845755002602584,-0.03441921256933145,-0.08857045769861438,0.5056818181818182,-0.03945494635883928,0.0026131774586045653,-0.03707908312790398,0.5833333333333334,-0.05592076736547891,-0.034307765542053614,-0.03852283159728709,0.5833333333333334,-0.012616122732707402,-0.02600058413560047,-0.05385608771492767,0.5555555555555556,-0.023881603743196124
0.0,2.0,0.5,0.5,0.0,20,3,0.02777417389562631,-0.09122053893396354,-0.07765350488690859,0.30795454545454537,-0.0620971147861038,-0.020028990968659954,-0.05041224698577762,0.4166666666666667,-0.04857075400631161,-0.02695775218288632,-0.040478060957593875,0.4166666666666667,-0.012519552171291415,-0.02590401357418448,-0.04367645006425447,0.3777777777777777,-0.0539857551260092
0.0,2.0,0.5,0.5,0.0,10,5,0.16048394866327165,0.0414892358336818,-0.11833171263506392,1.0,-0.03437399994349255,0.007694123873951297,-0.03445481795259053,1.0,-0.05001830236394755,-0.02840530054052226,-0.05172423106472468,1.0,-0.046531612980937,-0.059916074383830065,-0.059205827660090526,1.0,0.007345480854991787
0.0,2.0,0.5,0.5,0.0,10,3,0.08515864426938324,-0.0338360685602066,-0.09744010251558322,0.6045454545454544,-0.025852242282945914,0.016215881534497933,-0.026582382450852426,0.6666666666666666,-0.04400989315657933,-0.022396891333154034,-0.06280755965415619,0.6666666666666666,-0.024567562193586134,-0.0379520235964792,-0.06784111009313953,0.6444444444444444,-0.020224597707913475
0.0,2.0,0.5,0.5,0.5,20,5,0.10249125495596911,-0.01650345787362073,-0.08739885289679905,0.5056818181818182,-0.01709386955926795,0.0249742542581759,-0.015244338409602598,0.5833333333333334,-0.05390362680896699,-0.032290624985541694,-0.04178324921118304,0.5833333333333334,-0.03741488770672807,-0.05079934910962114,-0.04502866336959033,0.5555555555555556,-0.013646488592859779
0.0,2.0,0.5,0.5,0.5,20,3,0.02640200820289773,-0.09259270462669211,-0.1021711884114741,0.30795454545454537,-0.019551756668148346,0.022516367149295502,-0.02617285824217841,0.4166666666666667,-0.049654713763429226,-0.028041711940003933,-0.0406086477236115,0.4166666666666667,-0.015672299346731422,-0.02905676074962449,-0.027475905563811742,0.3777777777777777,-0.04460239619813184
0.0,2.0,0.5,0.5,0.5,10,5,0.15105713878399785,0.032062425954408,-0.09915305947754705,1.0,-0.03237678941611255,0.009691334401331297,-0.014884536078878186,1.0,-0.05946009485896209,-0.037847093035536794,-0.050619589454043545,1.0,-0.07215002564042483,-0.0855344870433179,-0.07181972518535762,1.0,-0.0016563117320117764
0.0,2.0,0.5,0.5,0.5,10,3,0.07096907746019254,-0.0480256353693973,-0.09869720285289119,0.6045454545454544,-0.02933095586291523,0.012737167954528616,-0.01941370677734089,0.6666666666666666,-0.05416856424320671,-0.032555562419781414,-0.05815937094841228,0.6666666666666666,-0.04546834086751517,-0.05885280227040823,-0.054795283547196205,0.6444444444444444,-0.03213849863112508
0.0,2.0,0.5,0.75,0.0,20,5,0.08162565755081164,-0.03736905527877821,-0.07795591851904027,0.5056818181818182,-0.05272151033121997,-0.01065338651377612,-0.05397659527611309,0.5833333333333334,-0.0422979218649443,-0.020684920041519006,-0.03001505239184088,0.5833333333333334,-0.01862421853022589,-0.032008679933118955,-0.04371832776548357,0.5555555555555556,-0.02738346150008992
0.0,2.0,0.5,0.75,0.0,20,3,0.07450196202892223,-0.04449275080066761,-0.08177141297365542,0.30795454545454537,-0.027921216269516158,0.01414690754792769,-0.0423954588287323,0.4166666666666667,-0.02952566474581897,-0.007912662922393676,-0.030799555249272137,0.4166666666666667,-0.01917787556939321,-0.03256233697228628,-0.04513092466554236,0.3777777777777777,-0.022556260957520495
0.0,2.0,0.5,0.75,0.0,10,5,0.1091097467743245,-0.009884966055265343,-0.1004977795753702,1.0,-0.06229012981974569,-0.02022200600230184,-0.048265972371614896,1.0,-0.06870319565596739,-0.04709019383254209,-0.05881807444527032,1.0,-0.05108661067659581,-0.06447107207948888,-0.06875444789169083,1.0,-0.02623792611224951
0.0,2.0,0.5,0.75,0.0,10,3,0.06352677013489028,-0.05546794269469957,-0.10337899625468583,0.6045454545454544,-0.04058725589544465,0.001480867921999196,-0.022211826175854155,0.6666666666666666,-0.046716963545920365,-0.025103961722495072,-0.06041092621190247,0.6666666666666666,-0.010624675365773273,-0.02400913676866634,-0.05112146145496599,0.6444444444444444,-0.03195732200578922
0.0,2.0,0.5,0.75,0.5,20,5,0.1110039561933398,-0.00799075663625004,-0.05852705860907448,0.5056818181818182,-0.0050341314075796895,0.03703399240986416,-0.011893282392620996,0.5833333333333334,-0.054931280025148466,-0.03331827820172317,-0.04340004868501035,0.5833333333333334,-0.02349939804435408,-0.03688385944724715,-0.028281302699900923,0.5555555555555556,-0.004867663031192027
0.0,2.0,0.5,0.75,0.5,20,3,0.048782707526735525,-0.07021200530285432,-0.0758965980479287,0.30795454545454537,-0.009005616782834958,0.03306250703460889,-0.021351399782250757,0.4166666666666667,-0.05016988993043203,-0.02855688810700674,-0.04314297488187446,0.4166666666666667,-0.022719551997203102,-0.03610401340009617,-0.0337223094755581,0.3777777777777777,-0.033028910853697656
0.0,2.0,0.5,0.75,0.5,10,5,0.11692686585735812,-0.002067846972231724,-0.08200507805992319,1.0,-0.04645279085668008,-0.004384667039236234,-0.03204374132082888,1.0,-0.054930084274450564,-0.03331708245102527,-0.050619593108305216,1.0,-0.0548715985290803,-0.06825605993197337,-0.05746204647216713,1.0,-0.01726266925476313
0.0,2.0,0.5,0.75,0.5,10,3,0.017613277532689375,-0.10138143529690047,-0.07495976193611653,0.6045454545454544,-0.021587290234034162,0.020480833583409686,-0.015308672491334718,0.6666666666666666,-0.04317445733856884,-0.021561455515143546,-0.053016347243650896,0.6666666666666666,-0.037367167314539484,-0.05075162871743255,-0.06173504753046377,0.6444444444444444,-0.05134840012263921
0.25,0.5,0.0,0.0,0.0,20,5,0.060574552717165275,-0.05842016011242457,-0.1177177633101032,0.5056818181818182,-0.07746784963303832,-0.035399725815594474,-0.05814075277227693,0.5833333333333334,-0.04419538113033239,-0.022582379306907097,-0.031874698422993286,0.5833333333333334,-0.006426517831372602,-0.01981097923426567,-0.048869405238595065,0.5555555555555556,-0.04149800728566559
0.25,0.5,0.0,0.0,0.0,20,3,0.018671224525035335,-0.10032348830455451,-0.1365500151797303,0.30795454545454537,-0.07169479068918061,-0.029626666871736762,-0.05759948462109388,0.4166666666666667,-0.02752471759258468,-0.005911715769159387,-0.02513280554716324,0.4166666666666667,-0.00554570687603273,-0.018930168278925796,-0.0496817404016906,0.3777777777777777,-0.0562785190621965
0.25,0.5,0.0,0.0,0.0,10,5,0.08883203748837332,-0.030162675341216527,-0.10201439328184714,1.0,-0.07113085127831631,-0.02906272746087246,-0.06348281522865018,1.0,-0.05391498095834524,-0.032301979134919945,-0.04165626797480626,1.0,-0.0051722096512993865,-0.018556671054192453,-0.04795398843672716,1.0,-0.028467683297132413
0.25,0.5,0.0,0.0,0.0,10,3,0.019251568691188936,-0.09974314413840091,-0.13716302827024984,0.6045454545454544,-0.06286578309284407,-0.020797659275400227,-0.06287353962773279,0.6666666666666666,-0.029549441596248505,-0.007936439772823212,-0.02810170486678154,0.6666666666666666,-0.009660365187916686,-0.023044826590809753,-0.07375624525600166,0.6444444444444444,-0.054731019635675414
0.25,0.5,0.0,0.0,0.5,20,5,0.017112518920675113,-0.10188219390891473,-0.1019926765725907,0.5056818181818182,-0.016771794486655667,0.02529632933078818,-0.02029576213316464,0.5833333333333334,-0.044703863900537266,-0.023090862077111973,-0.032595016689130785,0.5833333333333334,-0.01734519354009645,-0.030729654942989515,-0.029722654449988894,0.5555555555555556,-0.04759598247932981
0.25,0.5,0.0,0.0,0.5,20,3,-0.015824773211773002,-0.13481948604136285,-0.11216822695458062,0.30795454545454537,-0.011240127688460388,0.03082799612898346,-0.024567015504241008,0.4166666666666667,-0.053085654136717064,-0.03147265231329177,-0.04112030438486025,0.4166666666666667,-0.019048561600728986,-0.03243302300362205,-0.0395539976901802,0.3777777777777777,-0.0625476209839045
0.25,0.5,0.0,0.0,0.5,10,5,0.0971651693568254,-0.021829543472764446,-0.12533844723550625,1.0,-0.02673687441862671,0.015331249398817137,-0.024615205889322422,1.0,-0.04519185755868971,-0.023578855735264415,-0.04438241891348349,1.0,-0.07909276827997547,-0.09247722968286853,-0.08296495617338706,1.0,-0.023398895025759658
0.25,0.5,0.0,0.0,0.5,10,3,-0.03928567507210057,-0.1582803879016904,-0.14147926147044643,0.6045454545454544,-0.027683447791606475,0.014384676025837373,-0.03422368073825377,0.6666666666666666,-0.0623179587265672,-0.04070495690314191,-0.06467355046841095,0.6666666666666666,-0.03673053809075766,-0.050114999493650725,-0.06321846861785696,0.6444444444444444,-0.08125299900882024
0.25,0.5,0.0,0.25,0.0,20,5,0.08000554457152531,-0.03898916825806453,-0.06738714512863786,0.5056818181818182,-0.032519392045980644,0.009548731771463204,-0.0354991568871077,0.5833333333333334,-0.02510762389614385,-0.003494622072718556,-0.03280415059989095,0.5833333333333334,-0.005591681451162955,-0.018976142854056022,-0.024995270520125068,0.5555555555555556,-0.01852855751227943
0.25,0.5,0.0,0.25,0.0,20,3,0.05823967314071088,-0.060755039688878965,-0.06254804379748624,0.30795454545454537,-0.03591957198313378,0.006148551834310068,-0.046586129801033604,0.4166666666666667,-0.02005220401955865,0.0015607978038666426,-0.03313859224571514,0.4166666666666667,-0.011997311256780385,-0.02538177265967345,-0.041376437427256385,0.3777777777777777,-0.02937577612978904
