wy,wr,wd,wc,cap_min_pct,top_n,daily_replace_k,val2026_strict_period_return,val2026_strict_excess_equal,val2026_strict_max_drawdown,val2026_strict_turnover_mean,hold2026_recent_period_return,hold2026_recent_excess_equal,hold2026_recent_max_drawdown,hold2026_recent_turnover_mean,same_pre_2025_period_return,same_pre_2025_excess_equal,same_pre_2025_max_drawdown,same_pre_2025_turnover_mean,same_comp_2025_period_return,same_comp_2025_excess_equal,same_comp_2025_max_drawdown,same_comp_2025_turnover_mean,selection_score_period
0.0,0.5,0.0,0.75,0.5,20,3,0.0475702495839776,-0.07142446324561225,-0.05966855150924533,0.30795454545454537,-0.016295914029111014,0.025772209788332834,-0.03394877441596833,0.4166666666666667,-0.030950174327134983,-0.00933717250370969,-0.03548585837481566,0.4166666666666667,0.003561449817695461,-0.009823011585197605,-0.0069522920347615536,0.3777777777777777,-0.0285719836267784
0.0,0.5,0.0,0.75,0.5,10,5,-0.06652232419881632,-0.18551703702840616,-0.08820678391857828,1.0,-0.03417420402383664,0.007893919793607207,-0.025815610303398184,1.0,-0.043603589351112526,-0.021990587527687233,-0.048675294834276794,1.0,-0.00696239004353294,-0.020346851446426006,-0.017106952712998003,1.0,-0.08785980256049795
0.0,0.5,0.0,0.75,0.5,10,3,-0.00818301386586473,-0.12717772669545457,-0.05725568458428776,0.6045454545454544,0.000286074944446435,0.04235419876189028,-0.025016293197696826,0.6666666666666666,-0.05212771605216293,-0.03051471422873764,-0.05715421866793091,0.6666666666666666,0.0014740462996569725,-0.011910415103236094,-0.0132696801741915,0.6444444444444444,-0.053005196722278054
0.0,0.5,0.25,0.0,0.0,20,5,0.060720341757034335,-0.05827437107255551,-0.1375186926469042,0.5056818181818182,-0.07174314668901016,-0.029675022871566314,-0.05295500734937997,0.5833333333333334,-0.038593021810432226,-0.016980019987006933,-0.03050159877535985,0.5833333333333334,0.011961948568040448,-0.0014225128348526184,-0.0457465100155483,0.5555555555555556,-0.03640260262382049
0.0,0.5,0.25,0.0,0.0,20,3,0.011988733271651952,-0.10700597955793789,-0.14073923648940667,0.30795454545454537,-0.08257604882498026,-0.040507925007536416,-0.06578870894843691,0.4166666666666667,-0.037764503826146156,-0.016151502002720863,-0.029344281216859835,0.4166666666666667,0.012354592532635822,-0.0010298688702572445,-0.039877787199125936,0.3777777777777777,-0.060856877683902875
0.0,0.5,0.25,0.0,0.0,10,5,0.11770982843518696,-0.0012848843944028854,-0.1423331487553976,1.0,-0.07586152729936202,-0.03379340348191817,-0.0581059666173207,1.0,-0.06509195973587079,-0.04347895791244549,-0.044751285419125764,1.0,-0.02315847882329447,-0.03654294022618754,-0.052587889619507555,1.0,-0.021029833568755797
0.0,0.5,0.25,0.0,0.0,10,3,0.07293837836463468,-0.04605633446495516,-0.1419710912494846,0.6045454545454544,-0.04969446074708539,-0.007626336929641542,-0.03774116794080207,0.6666666666666666,-0.052674118641257706,-0.031061116817832413,-0.0320979916262627,0.6666666666666666,0.018952928153503246,0.005568466750610179,-0.050374166948726984,0.6444444444444444,-0.026455832251723543
0.0,0.5,0.25,0.0,0.5,20,5,0.0934995918431123,-0.02549512098647755,-0.10547891804921805,0.5056818181818182,-0.020862537377078105,0.021205586440365742,-0.019326139920949892,0.5833333333333334,-0.05622111152773546,-0.034608109704310164,-0.04199605580812049,0.5833333333333334,-0.03159976578004797,-0.04498422718294104,-0.039226667521948366,0.5555555555555556,-0.01811025836691114
0.0,0.5,0.25,0.0,0.5,20,3,-0.0013514336358587675,-0.12034614646544861,-0.0865568870761183,0.30795454545454537,-0.0175384612624776,0.024529662554966247,-0.01448418042160049,0.4166666666666667,-0.04819193532052035,-0.02657893349709506,-0.03654742224151364,0.4166666666666667,-0.006024332025334367,-0.019408793428227433,-0.026360328307821868,0.3777777777777777,-0.05492150930950869
0.0,0.5,0.25,0.0,0.5,10,5,0.0835849330554761,-0.03540977977411375,-0.12952646034727433,1.0,-0.051566816771430934,-0.009498692953987087,-0.019045165259620744,1.0,-0.05867620377017624,-0.037063201946750945,-0.054458927748264774,1.0,-0.06295992710293186,-0.07634438850582492,-0.07451074885588171,1.0,-0.03532021270473434
