strategy,score_variant,top_n,daily_replace_k,val_period_return,val_excess_equal,val_sharpe,val_max_drawdown,val_turnover_mean,hold_period_return,hold_excess_equal,hold_sharpe,hold_max_drawdown,hold_turnover_mean,rolling_10d_return_mean,rolling_10d_return_median,rolling_10d_win_rate,rolling_10d_return_min,rolling_10d_return_max,rolling_10d_turnover_mean,val_equal_benchmark,hold_equal_benchmark
best_val_zy_dir_top20_k3,z_y_plus_direction,20,3,0.20235849951268592,0.0876553211069242,2.43047689493236,-0.10832630742134619,0.30795454545454537,-0.05608376171875884,-0.014137112167367238,-9.134819362007415,-0.05561021004677136,0.4166666666666667,0.018506083382939253,0.024627533178824157,0.759493670886076,-0.09320123982790285,0.09386605820710159,0.3700000000000001,0.11470317840576172,-0.0419466495513916
return_pred_top10_k5,return_pred,10,5,0.12886575899814745,0.014162580592385732,1.424071240700924,-0.19297364460646504,1.0,-0.025193828062935242,0.01675282148845636,-4.65315097633611,-0.042975322368759006,1.0,0.009897871737101022,0.027935587701233278,0.620253164556962,-0.1335821636794644,0.16030680779451778,1.0,0.11470317840576172,-0.0419466495513916
zy_return_top10_k0_diag,z_y_plus_return,10,0,0.10586641203193858,-0.008836766373823135,1.5346325020882754,-0.11211838395555485,0.10681818181818183,0.04139510428467674,0.08334175383606834,4.1513631636724755,-0.04505888647253398,0.2166666666666667,0.006465407502928609,0.011606108442028251,0.5949367088607594,-0.1054218628443434,0.12761134943869057,0.18784810126582274,0.11470317840576172,-0.0419466495513916
baseline_y_top20_k3,y_score,20,3,0.08326646941467963,-0.031436708991082085,1.105093744597214,-0.1312620293553357,0.30795454545454537,-0.05161811799878391,-0.009671468447392306,-6.793387561575918,-0.0614534304546932,0.4166666666666667,0.012115565461042034,0.016451117095071632,0.6962025316455697,-0.10374456142488186,0.10050228747744083,0.3700000000000001,0.11470317840576172,-0.0419466495513916
