strategy,score_variant,top_n,daily_replace_k,cap_min_pct,cap_bonus,val_period_return,val_excess_equal,val_sharpe,val_max_drawdown,val_turnover_mean,hold_period_return,hold_excess_equal,hold_sharpe,hold_max_drawdown,hold_turnover_mean,rolling_10d_return_mean,rolling_10d_excess_mean,rolling_10d_return_median,rolling_10d_win_rate,rolling_10d_return_min,rolling_10d_turnover_mean
val_best_zy_dir_top20_k3,z_y_plus_direction,20,3,0.0,0.0,0.20235849951268592,0.0876553211069242,2.43047689493236,-0.10832630742134619,0.30795454545454537,-0.05608376171875884,-0.014137112167367238,-9.134819362007415,-0.05561021004677136,0.4166666666666667,0.018506083382939253,0.009091020460473602,0.024627533178824157,0.759493670886076,-0.09320123982790285,0.3700000000000001
ret_cap50_bonus25_top10_k5,return_pred,10,5,0.5,0.25,0.1470894972463479,0.03238631884058618,1.7387707723410064,-0.11802502542899918,1.0,0.006815220229300367,0.04876186978069197,1.2248943812102484,-0.022838340133993662,1.0,0.012122071994702421,0.00270700907223677,0.011687137227110567,0.6455696202531646,-0.10533113116026682,1.0
ret_bonus50_top20_k5,return_pred,20,5,0.0,0.5,0.13871203469743665,0.02400885629167493,2.6556926110477934,-0.048035306562323354,0.5056818181818182,-0.025709985350950926,0.016236664200440676,-5.179260895385486,-0.026932059893779448,0.5833333333333334,0.010793499395773199,0.001378436473307548,0.01234866445295113,0.7088607594936709,-0.06722353654672408,0.5499999999999997
y_cap20_top20_k2,y_score,20,2,0.2,0.0,0.13635577511821362,0.0216525967124519,1.8992574883895943,-0.10744815154137366,0.20909090909090908,-0.030194034941580683,0.011752614609810919,-6.55704471715301,-0.02815567019726528,0.3333333333333333,0.01162265838015103,0.002207595457685379,0.018119441724892882,0.6708860759493671,-0.09196933560767828,0.2800000000000002
ret_cap50_bonus25_top10_k3,return_pred,10,3,0.5,0.25,0.1331977514459961,0.018494573040234386,1.6980793723372039,-0.1140311461371879,0.6045454545454544,0.01317768172802336,0.05512433127941496,3.400132183612932,-0.004658537882231584,0.6666666666666666,0.007622486812645861,-0.0017925761098197901,0.009701352126122664,0.5949367088607594,-0.09130326157113622,0.6399999999999999
ret_cap50_bonus50_top20_k5,return_pred,20,5,0.5,0.5,0.12855708387530962,0.0138539054695479,2.414953876254794,-0.052335734772256615,0.5056818181818182,0.001749698672861344,0.043696348224252946,0.4984038176072355,-0.008934020495246053,0.5833333333333334,0.010660502851540861,0.00124543992907521,0.01267899721619048,0.7468354430379747,-0.06796145408687349,0.5499999999999997
zyret_cap50_top20_k0,z_y_plus_return,20,0,0.5,0.0,0.12585571249320093,0.011152534087439214,1.936445129740984,-0.10580468917148123,0.05738636363636363,0.005298050585203606,0.04724470013659521,0.9922353504200725,-0.009424932301044464,0.18333333333333335,0.0037136821139540374,-0.005701380808511613,0.004470389487639004,0.5443037974683544,-0.06508290960299734,0.14196202531645571
baseline_y_top20_k3,y_score,20,3,0.0,0.0,0.08326646941467963,-0.031436708991082085,1.105093744597214,-0.1312620293553357,0.30795454545454537,-0.05161811799878391,-0.009671468447392306,-6.793387561575918,-0.0614534304546932,0.4166666666666667,0.012115565461042034,0.0027005025385763836,0.016451117095071632,0.6962025316455697,-0.10374456142488186,0.3700000000000001
