score_variant,top_n,daily_replace_k,val_period_return,val_sharpe,val_max_drawdown,val_turnover_mean,val_day_count,val_final_nav,hold_period_return,hold_sharpe,hold_max_drawdown,hold_turnover_mean,hold_day_count,hold_final_nav,val_excess_equal,hold_excess_equal
y_score,20,20,0.014974208905417896,0.2997203017824637,-0.11547932348632539,1.9886363636363635,88.0,1014974.2089054178,-0.05603102841746421,-8.08806293550794,-0.06234445279131606,1.8333333333333333,6.0,943968.9715825358,-0.09972896950034382,-0.014084378866072611
y_score,30,0,0.07757416907810732,1.180524043586698,-0.10779524003155372,0.042424242424242434,88.0,1077574.1690781072,-0.04969097017263846,-7.256398715483269,-0.0564156765687851,0.19444444444444453,6.0,950309.0298273616,-0.037129009327654394,-0.0077443206212468585
y_score,30,1,0.058168278801570716,0.8427971605208491,-0.12336398287223227,0.07727272727272726,88.0,1058168.2788015706,-0.0487907055801452,-7.410556249101149,-0.05245555081320041,0.2222222222222222,6.0,951209.2944198548,-0.056534899604191,-0.006844056028753598
y_score,30,2,0.07460138077819356,1.0477455394685764,-0.121655670704239,0.14318181818181816,88.0,1074601.3807781935,-0.05038936440456798,-7.646066210354849,-0.05390431190552769,0.27777777777777773,6.0,949610.635595432,-0.04010179762756816,-0.00844271485317638
y_score,30,3,0.086465725511089,1.1578977655089908,-0.12469512669577909,0.20909090909090908,88.0,1086465.725511089,-0.0562303864781627,-8.115059351393953,-0.06127815895767852,0.3333333333333333,6.0,943769.6135218373,-0.02823745289467272,-0.014283736926771096
y_score,30,5,0.09212339764009836,1.244728801775629,-0.1137176307709512,0.3409090909090909,88.0,1092123.3976400984,-0.05072203140193221,-6.468774772124565,-0.06414234474365821,0.4444444444444444,6.0,949277.9685980678,-0.02257978076566336,-0.008775381850540609
y_score,30,10,0.1059615604249311,1.4166214828916281,-0.11000991462198972,0.6704545454545455,88.0,1105961.560424931,-0.05039767810429285,-6.364137051932532,-0.06376649416448654,0.7222222222222222,6.0,949602.3218957072,-0.008741617980830618,-0.008451028552901252
y_score,30,30,-0.030847265667066304,-0.27827541746727097,-0.13012867929252991,1.9886363636363635,88.0,969152.7343329337,-0.062025894774950796,-9.559480754274535,-0.06402584984310655,1.8333333333333333,6.0,937974.1052250492,-0.14555044407282802,-0.020079245223559194
y_score,50,0,0.09130267232617406,1.3701546689341226,-0.10831174311176839,0.029772727272727274,88.0,1091302.672326174,-0.059989512448706095,-9.905758869277225,-0.055283769879369116,0.18333333333333335,6.0,940010.4875512939,-0.023400506079587657,-0.018042862897314493
y_score,50,1,0.09277799777362161,1.3021070829405805,-0.1163333222245555,0.05090909090909091,88.0,1092777.9977736217,-0.0603971613183506,-10.370510074450515,-0.05284523738677949,0.20000000000000004,6.0,939602.8386816494,-0.021925180632140107,-0.018450511766959
y_score,50,2,0.0769605686306627,1.0932207953946482,-0.11886919397300544,0.09045454545454545,88.0,1076960.5686306627,-0.05523472817753183,-8.662219901113746,-0.05470798872820237,0.2333333333333334,6.0,944765.2718224681,-0.03774260977509902,-0.013288078626140232
