epoch,stage,stage_epoch,trainable,train_loss,train_rank_loss,train_topk_loss,train_return_loss,train_direction_loss,train_gate_entropy,rank_ic_mean,rank_ic_std,rank_ic_ir,direction_accuracy,topk_return_mean,day_count,return_pred_open_mse,return_pred_open_mae,return_pred_open_bias,return_pred_open_pearson,return_pred_open_spearman,return_pred_open_direction_accuracy,return_pred_vwap_mse,return_pred_vwap_mae,return_pred_vwap_bias,return_pred_vwap_pearson,return_pred_vwap_spearman,return_pred_vwap_direction_accuracy,return_pred_blend_mse,return_pred_blend_mae,return_pred_blend_bias,return_pred_blend_pearson,return_pred_blend_spearman,return_pred_blend_direction_accuracy,direction_pred_bce,direction_pred_accuracy,direction_pred_up_rate,direction_label_up_rate,top20_return_mean,competition_rolling_excess_equal_mean,competition_rolling_return_min,competition_latest_window_return,competition_turnover_mean,competition_max_drawdown,competition_market_equal_period_return,competition_score,competition_period_return,competition_sharpe,competition_recent_return_min,competition_recent_return_mean,competition_rolling_return_mean,competition_rolling_win_rate,competition_period_excess_equal,train_topk_aux_final_score_k10_loss,train_topk_aux_final_score_k40_loss,train_strategy_window_portfolio_return,train_strategy_window_equal_return,train_strategy_window_excess_return,train_strategy_window_downside,train_strategy_window_loss,train_strategy_window_weighted_loss,train_strategy_window_sampled_windows,train_strategy_window_sampled_days,train_strategy_window_skipped_no_grad_days,top10_return_mean,top40_return_mean
11,score_rank,11,encoder_and_score,0.36494562500617006,0.3660369420649259,-0.001178414332531287,0.008318656435201794,0.6949712109680359,1.0913172318385198,0.06672742450287382,0.10293497636806984,0.6482483103145928,0.5140263197444582,0.0017971894992074096,243,0.0058411723002791405,0.06354200839996338,0.046896133571863174,0.026636269821862592,0.06085606902276189,0.5048578353508926,0.005569383502006531,0.06229300796985626,0.04696730896830559,0.03876483599246373,0.06059379208096998,0.5133686997807103,0.0058411723002791405,0.06354200839996338,0.046896133571863174,0.026636269821862592,0.06085606902276189,0.5048578353508926,0.6943485546109467,0.490338715797742,0.4087049951716413,0.4869792077506159,0.0017971894992074096,0.003353219824211535,-0.14848057558725425,0.03302298934374104,0.5020576131687243,-0.1605458455758224,0.377971887588501,0.01127961589658721,0.4953612997639312,1.9385123645327245,0.017828440659265476,0.029441817679622284,0.018925685462021745,0.7777777777777778,0.1173894121754302,,,,,,,,,,,,,
12,score_rank,12,encoder_and_score,0.3648955858015752,0.3659869211183472,-0.0012430704466549103,0.007934164418487114,0.6952665030219398,1.0913355103233358,0.06769229914449673,0.10396155160211816,0.6511282113561446,0.5131428505002312,0.0020434323379038373,243,0.007919122464954853,0.0757821649312973,0.06331514567136765,0.025337721794766482,0.05943320933373757,0.5002237734598864,0.007641628384590149,0.07462916523218155,0.06338632851839066,0.03966679256267189,0.06197592894322718,0.5101794090221805,0.007919122464954853,0.0757821649312973,0.06331514567136765,0.025337721794766482,0.05943320933373757,0.5002237734598864,0.6945962706777333,0.4905255396510795,0.3526570088421654,0.4869792077506159,0.0020434323379038373,0.004230239372508994,-0.14066724819379028,0.034719617432795946,0.5020576131687243,-0.16025897535568612,0.377971887588501,0.015105242982885167,0.5165545734045784,2.0041944502406723,0.027915725978889805,0.03353906479048559,0.019802705010319204,0.7948717948717948,0.13858268581607747,,,,,,,,,,,,,
13,score_rank,13,encoder_and_score,0.36479393478769523,0.3658850500257788,-0.0012975754394964106,0.007977669907811834,0.6955947477247689,1.0911154638934921,0.06773975766512853,0.10415669259186679,0.6503639466602849,0.5131627783779206,0.001916803232181689,243,0.005019236356019974,0.0578102171421051,0.03810079023241997,0.021970434455299136,0.05532139416777543,0.5057205463891931,0.004737959709018469,0.05647885054349899,0.038171976804733276,0.03644445907227154,0.05968682223471011,0.5144240469700078,0.005019236356019974,0.0578102171421051,0.03810079023241997,0.021970434455299136,0.05532139416777543,0.5057205463891931,0.6947594349541669,0.4906567315125342,0.46027751230338865,0.4869792077506159,0.001916803232181689,0.003675844293965962,-0.1423573961082112,0.039247905286742046,0.5020576131687243,-0.15447421412856888,0.377971887588501,0.010361057802081243,0.47537283441113565,1.864603899288374,0.02114098373644402,0.03216300656881703,0.019248309931776172,0.7393162393162394,0.09740094682263467,,,,,,,,,,,,,
14,return_head,1,encoder_and_return,-8.457003283323362e-05,0.3698233603448658,-0.0004696079073645316,0.0010114286332691836,0.6960397366802771,1.0959986163364661,-0.0010549308021376013,0.10456214184868715,-0.010089032067305981,0.49486068337674566,0.0011295996668450093,243,0.0010666263988241553,0.02275463379919529,0.010131875053048134,-0.005885078348453761,-0.01509316618328472,0.4869783774223788,0.0008107951725833118,0.020342061296105385,0.010203061625361443,-0.0074966867600785156,-0.015494096475130137,0.4975717050707315,0.0007487094844691455,0.019294612109661102,0.010167468339204788,-0.0075319221145748756,-0.01747788627890232,0.5056757086643922,0.6951229864777565,0.4869792077506159,1.0,0.4869792077506159,0.0011295996668450093,-0.008502916374152975,-0.1754637709330511,0.03141849487643622,0.5020576131687243,-0.22885999223735332,0.377971887588501,-0.041570493415580764,0.11858552053263427,0.5709556182293782,0.011566029266401934,0.029169397433030486,0.0070695492636572346,0.6025641025641025,-0.2593863670558667,,,,,,,,,,,,,
15,return_head,2,encoder_and_return,-0.00028301683642484435,0.36989451566158416,-0.000462307369141874,0.0008144279063144695,0.6959297947258085,1.0974446900270798,-0.00037112681622694367,0.10058906154230692,-0.0036895345332439637,0.49529909668591093,0.0011165075984348948,243,0.0010038353502750397,0.021375468000769615,0.0068679568357765675,-0.003353391094629622,-0.014324497521189208,0.4869792077506159,0.0007479190244339406,0.018805265426635742,0.0069391438737511635,-0.009035588046604462,-0.021002377355122944,0.4975741960554427,0.0006858757114969194,0.017698030918836594,0.006903550121933222,-0.006786162862293025,-0.0198072764394255,0.5056765389926292,0.6947609917494325,0.4869792077506159,1.0,0.4869792077506159,0.0011165075984348948,-0.007904531889660699,-0.15881674202409524,0.06334447006563848,0.5020576131687243,-0.1932091174165308,0.377971887588501,-0.025303674352447576,0.19793710160546074,0.8361461734894177,0.02410708215551738,0.04674830529128045,0.007667933748149512,0.6068376068376068,-0.18003478598304024,,,,,,,,,,,,,
16,return_head,3,encoder_and_return,-0.0003250482391244937,0.3699098104344947,-0.0004599196883925917,0.0007726018226034344,0.6956831837830307,1.0976500085421972,0.018453065250247813,0.08718977956060414,0.21164252671864367,0.5003807054966899,0.0013188151860360053,243,0.000980765325948596,0.02080763503909111,0.005133870057761669,0.003892926969084863,0.002476357354667802,0.4869792077506159,0.0007245547603815794,0.018159428611397743,0.005205059889703989,-0.001966526375467539,-0.007389817647415491,0.4975741960554427,0.0006626585964113474,0.017033664509654045,0.005169465206563473,0.0013560824845695197,-0.0039914775036343575,0.5056765389926292,0.6946751703108528,0.4869792077506159,1.0,0.4869792077506159,0.0013188151860360053,-0.008108556357775616,-0.14440845571717076,0.06739723062149583,0.5020576131687243,-0.1760595978639209,0.377971887588501,-0.02928446883074977,0.13393632621827334,0.6652039594012228,0.03224814220532135,0.049159782687054634,0.007463909280034594,0.6282051282051282,-0.24403556137022764,,,,,,,,,,,,,
17,return_head,4,encoder_and_return,-0.00034035759569263433,0.3699063051000729,-0.0004579382068416405,0.0007574630385184159,0.6955196819380745,1.0978205831168772,0.02009463607792012,0.07718913991680186,0.26032983525375564,0.5014568108919136,0.0011106378228254875,243,0.0009563146159052849,0.02005779556930065,0.001667056349106133,0.003966925358843493,0.004238834557133539,0.4869858503765123,0.000699387164786458,0.017283257097005844,0.0017382439691573381,-0.0005074769115015557,-0.003933132714038621,0.49757253539896856,0.0006378492689691484,0.016150593757629395,0.0017026501009240746,0.002165393640669495,-0.0014342281274432377,0.5056798603055774,0.6945580791115759,0.4869792077506159,1.0,0.4869792077506159,0.0011106378228254875,-0.008915239502188473,-0.14297925898500652,0.06615129038065115,0.5020576131687243,-0.16832298451941097,0.377971887588501,-0.035665792771341485,0.07217420702099653,0.4287570354168819,0.026164767451509308,0.04838691355102416,0.0066572261356217365,0.594017094017094,-0.30579768056750445,,,,,,,,,,,,,
18,return_head,5,encoder_and_return,-0.00035319143489187396,0.3698164183073319,-0.0004583099155025808,0.0007448119347947675,0.6955098691959303,1.0980033197409504,0.033688064490928475,0.07750451421346874,0.43465938510552155,0.5048727812591596,0.0013286828366084285,243,0.0009533844422549009,0.01986297219991684,-0.00026631905348040164,0.006355346477739236,0.01500761580140188,0.491102617775833,0.0006960985483601689,0.017050035297870636,-0.00019513048755470663,0.0038591872678669197,0.00736559776055371,0.5014036698847422,0.0006347398739308119,0.015933383256196976,-0.00023072461772244424,0.0059155204744875435,0.00988018398050688,0.5086607386766062,0.6945737624266528,0.4869792077506159,1.0,0.4869792077506159,0.0013286828366084285,-0.007496388385013365,-0.13787257668145347,0.05757772255483129,0.5020576131687243,-0.17230697504285053,0.377971887588501,-0.030068528226837164,0.1385423672903492,0.7048729770576014,0.021389989569972068,0.0420170706891303,0.008076077252796845,0.6111111111111112,-0.2394295202981518,,,,,,,,,,,,,
19,return_head,6,encoder_and_return,-0.0003574650416759631,0.36991327507728405,-0.0004581338411233966,0.0007407136710933448,0.6954165234916158,1.098178659575981,0.02954906959785273,0.07732998179430525,0.38211659840360634,0.5032802117004873,0.0010613540131546014,243,0.0009590295376256108,0.01985401287674904,-0.0023949698079377413,0.0027083533720960347,0.011382956901277523,0.5124893821776687,0.0007013107533566654,0.01702643558382988,-0.0023237804416567087,0.003305344994832478,0.009276951373665415,0.5021318677486397,0.0006401684950105846,0.01594514586031437,-0.0023593760561197996,0.003390486531243133,0.00846227556087302,0.4942852659084663,0.6944002728154272,0.4869792077506159,1.0,0.4869792077506159,0.0010613540131546014,-0.007126609892829639,-0.14424162356557357,0.053416959751036996,0.5020576131687243,-0.17478527944334388,0.377971887588501,-0.027559952813535828,0.1623328518965752,0.8041070029139329,0.029104306958912307,0.04305486791911872,0.00844585574498057,0.6025641025641025,-0.21563903569192577,,,,,,,,,,,,,
20,return_head,7,encoder_and_return,-0.00036369352948475774,0.3699437971585072,-0.0004574530894088029,0.0007346358989397541,0.6951564242142242,1.0983293769615037,0.0433535266003521,0.08175491039459927,0.5302865160159974,0.5069560748059315,0.0014647898113799623,243,0.0009607349638827145,0.01986386999487877,-0.0027576088905334473,0.008410552986034745,0.02412923387900986,0.5129610086163161,0.0007029718835838139,0.01703827828168869,-0.0026864209212362766,0.00971919683465752,0.019460326291813292,0.5023626989985411,0.0006418521516025066,0.015963014215230942,-0.0027220144402235746,0.010243357507402382,0.020600763756203535,0.4942719806566734,0.6942274640523657,0.4869792077506159,1.0,0.4869792077506159,0.0014647898113799623,-0.005876203827189851,-0.13990460198213406,0.055317226871124614,0.5020576131687243,-0.18036022811971553,0.377971887588501,-0.021409477835239183,0.20698051580876942,0.9775547242565717,0.03332592481645347,0.04944772856450892,0.009696261810620358,0.5982905982905983,-0.17099137177973156,,,,,,,,,,,,,
21,return_head,8,encoder_and_return,-0.000366156011775704,0.36985967596890507,-0.0004556028241515358,0.0007322595357426518,0.6945129406566803,1.0984154969126314,0.03895178642926863,0.08312510873311352,0.46859230649946676,0.5037302496049714,0.0014786647950165422,243,0.0009624160011298954,0.019885577261447906,-0.0030323483515530825,0.005156255925169243,0.017987882497571092,0.5130207922493841,0.0007045618258416653,0.017060233280062675,-0.002961159450933337,0.007879070801260712,0.017319582901306682,0.5024258039445573,0.0006434876122511923,0.01599179580807686,-0.002996754366904497,0.007285484196721189,0.01578975795167815,0.49432180035089673,0.6937111371158551,0.4869792077506159,1.0,0.4869792077506159,0.0014786647950165422,-0.00876075779676595,-0.13863278897140574,0.04303332223109502,0.5020576131687243,-0.18353350167515092,0.377971887588501,-0.03867915382359545,0.07199540688290318,0.4384892096003024,0.032804561657660436,0.042320276678552246,0.006811707841044261,0.5897435897435898,-0.3059764807055978,,,,,,,,,,,,,
22,return_head,9,encoder_and_return,-0.000370040224659753,0.36995964169829754,-0.00045217430541485086,0.0007284344019053905,0.6942960637938845,1.098474573466804,0.045885674805846426,0.08212248844355466,0.5587467656607249,0.5067584566855123,0.00146944352626607,243,0.0009624444646760821,0.01987495645880699,-0.003061858005821705,0.013112821080097793,0.024902268377632028,0.5130075069975912,0.0007046160171739757,0.01705128140747547,-0.0029906700365245342,0.01583381431317739,0.020531073092932093,0.5024108580362904,0.0006435289396904409,0.015982069075107574,-0.0030262633226811886,0.01632674582845325,0.02131151651140618,0.4943051937861556,0.6937896397139094,0.4869792077506159,1.0,0.4869792077506159,0.00146944352626607,-0.0071009158381597146,-0.14170817427409743,0.05555185902632753,0.5020576131687243,-0.18342080124714644,0.377971887588501,-0.023393237147938895,0.20607720609873215,0.9596888239089362,0.03219181588546238,0.04647637155659172,0.008471549799650495,0.5811965811965812,-0.17189468148976883,,,,,,,,,,,,,
23,return_head,10,encoder_and_return,-0.0003713679121014698,0.3700707267847035,-0.0004495031466731334,0.0007271391273057056,0.6942147787373799,1.0985069849661417,0.037814539919239984,0.08109740810159732,0.4662854313650398,0.5032636051357462,0.001233305534577369,243,0.0009614303125999868,0.019864307716488838,-0.002847277792170644,0.012160199355466996,0.01491308332403769,0.5128132101901203,0.0007036440656520426,0.017039060592651367,-0.002776089357212186,0.014371781649859095,0.011480399360278507,0.5022281858241381,0.0006425355677492917,0.01596609316766262,-0.002811682876199484,0.014977412904477731,0.011163769157828999,0.4943184790379485,0.6935702997881886,0.4869792077506159,1.0,0.4869792077506159,0.001233305534577369,-0.007549710412630511,-0.13808370368051404,0.03591172281318644,0.5020576131687243,-0.16323535350996488,0.377971887588501,-0.029139219319045954,0.16713022726015403,0.8190575693064363,0.026242237441445715,0.03215534354749803,0.008022755225179699,0.5769230769230769,-0.21084166032834695,,,,,,,,,,,,,
24,return_head,11,encoder_and_return,-0.00037393178957914884,0.36997849461469023,-0.00044604004718636574,0.0007246085485079036,0.694243391177484,1.0985402867689238,0.03294151255707165,0.08116289724601332,0.4058691061412267,0.5024498834634319,0.001265679968667057,243,0.0009620878845453262,0.019870847463607788,-0.002926483051851392,0.01166180781782185,0.01142859887631589,0.5126994552216436,0.0007042854558676481,0.017047077417373657,-0.0028552941512316465,0.013862478614193076,0.007530839069504799,0.5020081488413185,0.000643185107037425,0.015976302325725555,-0.002890888601541519,0.014405303996841128,0.007367048687623169,0.4943126667402891,0.6937592763555022,0.4869792077506159,1.0,0.4869792077506159,0.001265679968667057,-0.010184980961658176,-0.1525826797877371,0.03085695489080731,0.5020576131687243,-0.17598373977073678,0.377971887588501,-0.03858343284343264,0.11706873000161,0.600141703461174,0.010789159128902659,0.025983798749299236,0.005387484676152033,0.5598290598290598,-0.260903157586891,,,,,,,,,,,,,
25,return_head,12,encoder_and_return,-0.00037461825111397327,0.3701591522811533,-0.00043708008580314536,0.0007239348991548708,0.6941886683004898,1.0985530972644524,0.026142201836108395,0.083923523832168,0.3115002879095986,0.5002777447952951,0.0011457958871538168,243,0.0009614033624529839,0.01986999809741974,-0.0026588006876409054,0.006377973617628487,0.004495127039781512,0.5096372046833834,0.0007036251481622458,0.01704711839556694,-0.00258761178702116,0.007834658936122443,0.0016252596237111376,0.5010848238417128,0.0006425128085538745,0.01597251184284687,-0.0026232062373310328,0.00801095341397958,0.000722477879117947,0.49533563112834134,0.6936538048643652,0.48698169873532704,0.9999958483588147,0.4869792077506159,0.0011457958871538168,-0.010883203907928268,-0.1420013508057234,0.03221591839689886,0.5020576131687243,-0.17345378109369913,0.377971887588501,-0.047768069792123204,0.008370567595815004,0.1554413007096195,0.024884417661329206,0.034274263953475125,0.004689261729881942,0.5341880341880342,-0.369601319992686,,,,,,,,,,,,,
26,return_head,13,encoder_and_return,-0.00037649901995402094,0.3702108352598581,-0.00041462802220429206,0.0007220637061346769,0.694211353803729,1.0985626742080017,0.019641999601970432,0.08639812941684447,0.2273428803904285,0.4990447073632678,0.0010228243750714555,243,0.0009624479571357369,0.0198866818100214,-0.00270464108325541,0.0037158624877509966,-0.00019153562810811945,0.5077880636994611,0.0007046457612887025,0.01706642098724842,-0.0026334531139582396,0.0048824908546745765,-0.0028720797264163538,0.49995308645460634,0.0006435454124584794,0.01599445752799511,-0.002669047098606825,0.0048337304398533235,-0.003994078243255732,0.4949694563757999,0.6937907207796843,0.48698335939180115,0.999970938511703,0.4869792077506159,0.0010228243750714555,-0.010860729540979096,-0.14402442967436435,0.0312669476959786,0.5020576131687243,-0.17836735173039386,0.377971887588501,-0.039920312965884046,0.06932509960655397,0.40866517641342537,0.027049760694935365,0.04268664258870536,0.004711736096831114,0.5470085470085471,-0.308646787981947,,,,,,,,,,,,,
