run,r_value,epoch,checkpoint,val2026_strict_competition_score,val2026_strict_latest_window_return,hold2026_recent_market_equal_period_return,same_calendar_2025_market_equal_period_return,same_comp_2025_market_equal_period_return,val2026_strict_market_equal_period_return,hold2026_recent_max_drawdown,same_calendar_2025_max_drawdown,same_comp_2025_max_drawdown,val2026_strict_max_drawdown,hold2026_recent_period_excess_equal,same_calendar_2025_period_excess_equal,same_comp_2025_period_excess_equal,val2026_strict_period_excess_equal,hold2026_recent_period_return,same_calendar_2025_period_return,same_comp_2025_period_return,val2026_strict_period_return,val2026_strict_recent_return_mean,val2026_strict_recent_return_min,val2026_strict_rolling_excess_equal_mean,val2026_strict_rolling_return_mean,val2026_strict_rolling_win_rate,hold2026_recent_turnover_mean,same_calendar_2025_turnover_mean,same_comp_2025_turnover_mean,val2026_strict_turnover_mean,selection_score,selection_score_weight_sum
r010_topk005_open,0.1,11,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_11.pt,-0.0217525476373756,-0.0380588449733189,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0282945903393159,-0.0607975620573388,-0.0365707725719125,-0.2386291673240963,0.0610619067801248,-0.0439821497831655,0.0224372225697759,-0.1530051922167985,0.0189937829626809,-0.0662129537496877,0.035821683972669,-0.0340104793872086,0.0700503391564731,-0.0380588449733189,-0.0028050506225162,0.0070989431651285,0.4556962025316455,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0217525476373756,0.5
r010_topk005_open,0.1,17,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_17.pt,-0.0285672123016261,-0.0166136544794868,-0.0420681238174438,-0.0222308039665222,0.013384461402893066,0.1189947128295898,-0.0450930531351492,-0.0170225790576725,-0.049813638633652735,-0.1272576001769855,0.0107589644630425,0.0159985954972682,-0.0484291982313273,-0.1403675200282981,-0.0313091593544012,-0.0062322084692539,-0.03504473682843423,-0.0213728071987082,0.0096452222271258,-0.0166136544794868,-0.0100554635079594,-0.0001514697203146,0.4430379746835443,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0285672123016261,0.5
r010_topk005_open,0.1,7,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_7.pt,-0.032448337095131,0.0302129927197711,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.030583076249361,-0.0691917394674701,-0.0648984109413848,-0.2673782452447768,0.043254824584118,-0.0853476628996302,-0.0590379913386915,-0.2437280944561479,0.0011867007666741,-0.1075784668661524,-0.0456535299357985,-0.1247333816265581,0.1056238614246433,0.0302129927197711,-0.016009096392247,-0.0061051026046022,0.4177215189873418,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.032448337095131,0.5
r010_topk005_open,0.1,16,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_16.pt,-0.0375521359122583,-0.0226327261066177,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0361239640198679,-0.0269284202467648,-0.0128472468216663,-0.1387354665697263,-0.0079039237697103,0.0056076253806042,-0.0145301948348738,-0.1703942336815075,-0.0499720475871542,-0.0166231785859179,-0.0011457334319807,-0.0513995208519176,0.00205073884972,-0.0226327261066177,-0.0137823158939934,-0.0038783221063486,0.3544303797468354,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0375521359122583,0.5
r010_topk005_open,0.1,4,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_4.pt,-0.038558766225998,-0.0332386719821822,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0174295660811661,-0.0145761277054418,-0.0202894325953509,-0.1560788151632145,0.0483990508519152,0.0102758181391511,-0.0120346593544831,-0.1467301910234543,0.0063309270344713,-0.011954985827371,0.0013498020484099,-0.0277354781938644,-0.0090571738170951,-0.0441178378856456,-0.0147046634826216,-0.0048006696949769,0.5189873417721519,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.038558766225998,0.5
r010_topk005_open,0.1,2,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_2.pt,-0.0387009147331351,-0.0194229290705179,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0297520879976119,-0.0163487839902021,-0.0231863079016166,-0.1497196897068562,0.0040910624543727,0.0069662578861554,-0.0346685605630145,-0.1468108549556097,-0.0379770613630711,-0.0152645460803667,-0.0212840991601215,-0.0278161421260199,-0.0022592149137611,-0.024468672309814,-0.0168931391200411,-0.0069891453323963,0.3924050632911392,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0387009147331351,0.5
r010_topk005_open,0.1,10,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_10.pt,-0.0414545822804416,-0.0352545997366628,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0224077330049156,-0.0639914350906721,-0.0474727229847609,-0.2961010912895734,0.07424069879714,-0.059363609814828,-0.0190415968838643,-0.2285854378592019,0.0321725749796961,-0.0815944137813502,-0.0056571354809712,-0.109590725029612,0.0705080203487014,-0.0352545997366628,-0.0137230667432634,-0.0038190729556186,0.4050632911392405,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0414545822804416,0.5
r010_topk005_open,0.1,1,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_1.pt,-0.0441775765465279,0.0027894343742567,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0494508857685769,-0.0263830333306449,-0.0253034817581794,-0.1294534503462654,-0.0053257487245446,-0.0014242012892639,-0.0239693976000735,-0.1506537842030352,-0.0473938725419884,-0.0236550052557861,-0.0105849361971804,-0.0316590713734453,-0.0141073034221379,-0.0370117957908573,-0.022610070883254,-0.0127060770956092,0.2911392405063291,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0441775765465279,0.5
r010_topk005_open,0.1,9,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_9.pt,-0.05353297025911,-0.0220986304539652,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0256131143081188,-0.0707968891142194,-0.064958227157129,-0.2976700641179699,0.0466228589418447,-0.0840731396072067,-0.0218614365248065,-0.3144286922303767,0.0045547351244008,-0.1063039435737289,-0.0084769751219134,-0.1954339794007868,0.0879396614104245,-0.0220986304539652,-0.0256427667756506,-0.0157387729880058,0.2911392405063291,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.05353297025911,0.5
r010_topk005_open,0.1,8,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_8.pt,-0.069352875207335,-0.0251510854958468,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0265962631213665,-0.1033400965291733,-0.0564921211303945,-0.3441076579536204,0.03325534629867,-0.1223951553672079,-0.0554672428962275,-0.3364034892519203,-0.0088127775187738,-0.1446259593337301,-0.0420827814933344,-0.2174087764223304,0.0790817840728193,-0.0251510854958468,-0.0377111563204202,-0.0278071625327754,0.2784810126582278,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.069352875207335,0.5
