name,predictions_path,start_date,end_date,day_count,top_n,daily_replace_k,score_variant,cap_min_pct,cap_bonus,exclude_st,exclude_bj,period_return,period_excess_equal,market_equal_period_return,sharpe,max_drawdown,turnover_mean,rolling_return_mean,rolling_excess_equal_mean,rolling_return_median,rolling_win_rate,rolling_return_min,market_equal_rolling_mean,market_equal_rolling_win_rate,competition_score,recent_window_count,latest_window_return,recent_return_mean,recent_return_min,recent_win_rate
val2026_strict,data/experiments/msgca/20260531_scaler_final_retrain/runs/semantic_softgate_recent_e5_gpt_final_upgrade_h48_proto2_topk005_softgate_train20260520/validation_predictions.parquet,2026-01-05,2026-05-20,88,20,5,return_pred,0.5,0.5,True,True,0.14088059652913976,0.021885883699549913,0.11899471282958984,2.6721432626454367,-0.048111296552179605,0.5056818181818182,0.010857059147835621,0.0009530653601908367,0.012964600723259778,0.7468354430379747,-0.06796145408687349,0.009903993787644784,0.6582278481012658,0.009330071504422287,5,0.026943672415074005,0.02830381226615013,0.011836235079069946,1.0
