epoch,stage,stage_epoch,trainable,train_loss,train_rank_loss,train_topk_loss,train_return_loss,train_direction_loss,train_gate_entropy,rank_ic_mean,rank_ic_std,rank_ic_ir,direction_accuracy,topk_return_mean,day_count,competition_rolling_win_rate,competition_turnover_mean,competition_rolling_excess_equal_mean,competition_max_drawdown,competition_recent_return_mean,competition_rolling_return_min,competition_rolling_return_mean,competition_recent_return_min,competition_period_return,competition_latest_window_return,competition_period_excess_equal,competition_market_equal_period_return,competition_score,competition_sharpe,train_topk_aux_final_score_k10_loss,train_topk_aux_final_score_k40_loss
52,final_top20,9,encoder_and_final,0.10751175842280244,0.3640900619806017,-0.0028158901362104367,0.018961762621880384,0.6924945598423236,1.094788061512997,0.04581259816328719,0.10312429048956152,0.44424643258926905,0.5055935775580274,0.0007390177759754641,88,0.7088607594936709,0.5056818181818182,0.0006641232118693597,-0.12408263321895485,0.008405398569655253,-0.11557625088292678,0.010541273783668335,-0.022465946990999464,0.12043216325797701,-0.022465946990999464,0.0016654977992978104,0.1187666654586792,-0.0058117643189700505,1.5621556912287502,-0.002927735311308443,-0.0026994529066549904
53,final_top20,10,encoder_and_final,0.10747685988136009,0.36406454917541176,-0.0029389885362474293,0.016898691004636604,0.6933733014726442,1.0945927172706293,0.04470263531732484,0.10166765396278471,0.43969378238715107,0.5024939080980008,0.0005875258845239015,88,0.6455696202531646,0.5056818181818182,-0.0008629706820463077,-0.1207779426825214,-0.0053655172923781965,-0.10532074953385928,0.009014179889752668,-0.029211464275566645,0.10853938121622786,-0.029211464275566645,-0.01022728424245134,0.1187666654586792,-0.011586115469068663,1.4044737672260779,-0.0030662121917264663,-0.002813995419571485
54,final_top20,11,encoder_and_final,0.10748052830123214,0.36416356669867156,-0.0030574391987970265,0.01478968875914628,0.6940395659457381,1.0944399997162215,0.04388253024250702,0.100255365894265,0.437707546634342,0.5020275861438375,0.0009113885396139019,88,0.6582278481012658,0.5056818181818182,-0.0022470102858335164,-0.1256947313704765,-0.0020470591999748764,-0.11560538758189942,0.007630140285965459,-0.03030248521300205,0.09707947593430077,-0.03030248521300205,-0.021687189524378425,0.1187666654586792,-0.013028809846558003,1.326812053141922,-0.003207158713348396,-0.002906794809826278
55,final_top20,12,encoder_and_final,0.10737569561516488,0.3639518518599431,-0.0032465729387291696,0.011468483123318756,0.6948391037383032,1.0941433437857087,0.0438519657987349,0.09937052872512882,0.44129749898015397,0.5014378260253368,0.0008153974257848776,88,0.6962025316455697,0.5056818181818182,-0.0014740581846636926,-0.13203788134721106,-0.004285820010951258,-0.11502709979679171,0.008403092387135283,-0.028373810365596275,0.07095113815829723,-0.028373810365596275,-0.047815527300381966,0.1187666654586792,-0.016030778333489468,0.9988708444520248,-0.0034267392010207585,-0.0030555128923376047
56,final_top20,13,encoder_and_final,0.10738683615609995,0.36409735549822353,-0.003396055673323427,0.011502307141884906,0.6957411641159641,1.0933596870350515,0.04175033748058818,0.09900198563449389,0.4217121223681971,0.4980935661285677,0.0017717865457520722,88,0.7088607594936709,0.5056818181818182,-0.0006376814828048857,-0.1630323711405225,0.027323532910192537,-0.11984737963647984,0.00923946908899409,0.0064497060494739245,0.07559414982460178,0.0077635212966309375,-0.043172515634077424,0.1187666654586792,-0.01017699845140085,1.0579776002629406,-0.003602998225702759,-0.0031828956985242287
57,final_top20,14,encoder_and_final,0.10739467205976373,0.3641710816726325,-0.0034639145593286895,0.01210149939392878,0.6978803960065971,1.0923306718161696,0.03956820077119741,0.09483645109861864,0.4172256586241421,0.4977301093113522,0.001647076513439639,88,0.6708860759493671,0.5056818181818182,0.0023797310816141976,-0.14352237071954044,0.03598690980937871,-0.12013789371950578,0.012256881653413173,0.020925940752483774,0.15244547537373476,0.020925940752483774,0.03367880991505556,0.1187666654586792,0.00290480844539465,1.9773812938883284,-0.003701190328377145,-0.0032230443989944126
58,final_top20,15,encoder_and_final,0.10748584909455576,0.3646538118322573,-0.003713974351639396,0.015770981162282177,0.7039162397840713,1.0882977885032417,0.04001999828529911,0.09526656151355872,0.4200844204879096,0.49996113983715307,0.0028242892255796255,88,0.6962025316455697,0.5056818181818182,0.008096194515357811,-0.15567963104272153,0.04954127723870734,-0.12749992689201461,0.017973345087156787,0.031550601598346883,0.2046998939248974,0.031550601598346883,0.0859332284662182,0.1187666654586792,0.013700335571045975,2.4103778038119126,-0.004070430722600232,-0.0034029261453249935
59,final_top20,16,encoder_and_final,0.10768969694899068,0.36537252216566446,-0.003809385076829746,0.017237923940147035,0.7162439836481868,1.076131795489697,0.03937842620530943,0.09419294735611193,0.41806130194050317,0.49998628464840694,0.0037716176584581262,88,0.7215189873417721,0.5056818181818182,0.008709314269548433,-0.14327296360420005,0.048935792513892906,-0.12580295088987647,0.01858646484134741,0.030500593554994238,0.25746840915278857,0.03239835731965557,0.13870174369410937,0.1187666654586792,0.020656863078250504,2.8604379479667585,-0.00427797727525933,-0.0034468461301341434
60,final_top20,17,encoder_and_final,0.10793357735621431,0.3661077294439481,-0.003801825102128993,0.021400567995446824,0.7291914588953201,1.0546802593863243,0.03925824685685469,0.09346148691195957,0.42004731739219847,0.49842044867486845,0.00392057153784332,88,0.7341772151898734,0.5056818181818182,0.012548529927286651,-0.15438492090675537,0.04708463420358218,-0.11517145256286809,0.022425680499085627,0.017787012021747817,0.2549036541016707,0.017787012021747817,0.1361369886429915,0.1187666654586792,0.021064553155542533,2.7127816811474603,-0.004308083268380126,-0.0033822793847887904
61,final_top20,18,encoder_and_final,0.10792675234592262,0.36601861932475543,-0.003807975554090642,0.029611476401021686,0.7537014896095044,1.0316451706557923,0.035398596376655794,0.08946442716454134,0.39567230796159175,0.4995862535602767,0.0037139647515893807,88,0.7088607594936709,0.5056818181818182,0.009457178855125878,-0.12421371225913258,0.03209386026411352,-0.10326206807879901,0.019334329426924854,0.0033693975376769547,0.27002997917855365,0.013922878082893941,0.15126331371987445,0.1187666654586792,0.01989320539647549,3.005831213151526,-0.004347444633638159,-0.0034032759976284836
62,final_top20,19,encoder_and_final,0.10804482712122607,0.3664183847215893,-0.0038561827705261334,0.04252675736543359,0.812424122392605,1.0195208276068906,0.035020279492485915,0.08606953960363176,0.4068835461855801,0.4929343080376532,0.0028669461136649425,88,0.6962025316455697,0.5056818181818182,0.011753175793112127,-0.10536151622446888,0.008625193471441505,-0.07478603554317054,0.021630326364911103,-0.011715591169479067,0.28109280250630886,-0.01062864790458673,0.16232613704762966,0.1187666654586792,0.018153756671960807,2.7823989474479314,-0.004517570433148511,-0.00340139173419917
63,final_top20,20,encoder_and_final,0.1080080205799377,0.3662881467923338,-0.0038570034370334085,0.06175855155365477,0.9258473966842964,1.0177470514744853,0.03931500341496072,0.09156145305003725,0.42938378657529097,0.49490703277511855,0.003440272026652606,88,0.7721518987341772,0.5056818181818182,0.012339708261143311,-0.11025275067334084,0.032384616480270224,-0.08885760792198871,0.022216858832942287,0.005689990577942172,0.2974993681367286,0.02300995082368007,0.17873270267804942,0.1187666654586792,0.02632723207062599,3.313064119516903,-0.0044976424117004025,-0.0034074823158600815
64,final_top20,21,encoder_and_final,0.10796523251170057,0.36605158058806964,-0.0037158175042160692,0.08753583339503963,1.0540595196095406,1.0192934193633598,0.03661532530701719,0.08845136530300718,0.4139599788152997,0.48996036263389614,0.004271485569667923,88,0.7468354430379747,0.5056818181818182,0.01663820862497705,-0.09932300291930918,0.01987765123151044,-0.08287822410428969,0.026515359196776025,-0.002529355858415294,0.3140024502125691,0.014556527628198257,0.19523578475388992,0.1187666654586792,0.028054784384569795,3.5991210404900538,-0.00433462690238082,-0.003339830005385287
65,final_top20,22,encoder_and_final,0.10797510787914823,0.3661785081178038,-0.0038104152823344585,0.130589239693972,1.2209000367498033,1.022653536490653,0.03901199493584145,0.09349542082094973,0.41726102298156553,0.49640429199069186,0.004311414579867481,88,0.7468354430379747,0.5056818181818182,0.015335888748556582,-0.13448596737114116,0.0381162139872977,-0.10449639166138336,0.025213039320355558,0.02243227565085948,0.28466237398896377,0.02896322281768593,0.16589570853028457,0.1187666654586792,0.025447845073941617,3.0693050050891517,-0.004555962217603799,-0.00339981656226375
66,final_top20,23,encoder_and_final,0.10802921396036089,0.3664250162294712,-0.003916890707716695,0.18197043494416237,1.38782355206426,1.023504754527307,0.04279168412819191,0.09978929055187867,0.42882040639366287,0.49563394640954955,0.004510610638879536,88,0.7721518987341772,0.5056818181818182,0.018235146024181866,-0.11270119474774765,0.04327611056915304,-0.0890885560848661,0.02811229659598084,0.017085547321137984,0.274597746966885,0.041503156379721684,0.1558310815082058,0.1187666654586792,0.02975758983809286,3.167873431033419,-0.004561618369905552,-0.003493076397475271
67,final_top20,24,encoder_and_final,0.10831604686386449,0.3673123193706324,-0.003799745712955929,0.24710161567365793,1.5674908284915763,1.0239554586096187,0.04290158341244302,0.10044148879010681,0.42713010260226947,0.5047866577059703,0.004461073063298086,88,0.8227848101265823,0.5056818181818182,0.02117870938004654,-0.12623992539918893,0.035148912082978254,-0.09501057031495874,0.031055859951845514,0.012880617212700063,0.3460059000538551,0.029349029498509704,0.22723923459517592,0.1187666654586792,0.03563802141975166,3.7253350766117403,-0.004570005445214473,-0.0033645249197346914
68,final_top20,25,encoder_and_final,0.10827661287467083,0.3672347555376629,-0.0038733166125699205,0.3121069544743201,1.7097767154703145,1.0227859502262477,0.03515972092835735,0.09675641555283518,0.3633838720405873,0.501757850895841,0.005052110219780429,88,0.810126582278481,0.5056818181818182,0.021165220324428836,-0.07560838465747455,0.029648575756052155,-0.05929509200712668,0.03104237089622781,0.011914491540472305,0.3642174415844377,0.011914491540472305,0.2454507761257585,0.1187666654586792,0.041013244306179086,4.4059295854753,-0.0046332182086223535,-0.003490200917322465
69,joint_finetune,1,all,0.13407902248979947,0.36777678090835614,-0.004005814088767698,0.03021479661101196,0.7470489604340503,0.992583943788552,0.03891349979440221,0.10113506960804437,0.3847676176544303,0.5095801730877371,0.0039663667780587275,88,0.7341772151898734,0.5056818181818182,0.01308214303835639,-0.11531318513343325,0.024791654493961923,-0.10849942583141048,0.022959293610155366,0.010662142625034843,0.2825750399355955,0.010662142625034843,0.16380837447691632,0.1187666654586792,0.02245910759995052,3.090245489624138,-0.004793284653717232,-0.0034942043598662426
70,joint_finetune,2,all,0.1297172804907394,0.3667911911638713,-0.0040542725730592,0.004173755879336316,0.6991970456299044,1.009563404647935,0.038778107712604176,0.10354094216388751,0.3745195562468912,0.5058587410221594,0.003919477216517076,88,0.7215189873417721,0.5056818181818182,0.018721493070195293,-0.09797627469411818,0.02953766516900016,-0.07300672433029776,0.028598643641994267,0.010799587602559058,0.3729045882940043,0.03440410770785429,0.2541379228353251,0.1187666654586792,0.03738731638751285,4.142757025279446,-0.004880490205388748,-0.0035438413713065023
71,joint_finetune,3,all,0.12947034409128266,0.3670460843931162,-0.0041322753476378616,0.001328935684996513,0.6984388548321693,1.0114612535843786,0.037693553815189136,0.10657373734579521,0.35368520194507663,0.5022127433903435,0.004257454238871684,88,0.7974683544303798,0.5056818181818182,0.016740218849250976,-0.11669252978130529,0.02009515392679808,-0.07788246481059524,0.02661736942104995,0.011263809732459329,0.3307102261184336,0.0257317981838856,0.2119435606597544,0.1187666654586792,0.028605419700053248,3.5998455169590704,-0.005002316940165352,-0.0036070354157609827
72,joint_finetune,4,all,0.1294876848330492,0.3672126356628518,-0.004106934756825332,0.001233511459157874,0.6974840817414991,1.0130667106202942,0.03883559814842159,0.10264588594738526,0.37834539387509536,0.5012320957514412,0.004563842947143051,88,0.7974683544303798,0.5056818181818182,0.01738916759585586,-0.07526391154526757,0.03749390218771738,-0.04593462229466594,0.027266318167654836,0.01288576600056146,0.3303479062463801,0.028125714379512168,0.2115812407877009,0.1187666654586792,0.03741865841231418,3.5549997269080023,-0.004831218690913046,-0.0036574114768274167
73,joint_finetune,5,all,0.129480553811757,0.36738600425330104,-0.004246784231896219,0.001197674405809575,0.6964565483593393,1.0140277249031449,0.03730877842455875,0.10099225036878592,0.3694221911911166,0.49858960467784924,0.004308073450043925,88,0.7341772151898734,0.5056818181818182,0.017573297627065297,-0.1047691385315872,0.04001928529983423,-0.07601678121435573,0.027450448198864275,0.02454023217469481,0.29849330626095383,0.03239201728679486,0.17972664080227463,0.1187666654586792,0.03138238161792893,3.501611182314328,-0.004999255293042135,-0.0037547902038552222
74,joint_finetune,6,all,0.1295900665499871,0.3678671309988663,-0.004263434208190689,0.00117851379924627,0.6955817761036702,1.0154165658900287,0.03827719560135085,0.09966759011833672,0.3840485714152796,0.5035614196303255,0.004969018174713049,88,0.7468354430379747,0.5056818181818182,0.0132223176190265,-0.09366927225842048,0.02012560899160869,-0.06963378693551059,0.023099468190825475,0.009392368417784125,0.2866309269992715,0.020141861025575913,0.1678642615405923,0.1187666654586792,0.024066254516080667,3.370919530696788,-0.005084310474326896,-0.0037911929688778205
75,joint_finetune,7,all,0.12948497630361952,0.3676187854924575,-0.004327437312674651,0.0011652269032841364,0.6948305576811684,1.014541600717384,0.040163733528129235,0.1030254213343872,0.38984294369222466,0.5062587721102897,0.004706600627783205,88,0.7468354430379747,0.5056818181818182,0.016034278488593123,-0.08781413875708155,0.007329846257049577,-0.06601772145041152,0.025911429060392097,-0.008530441828223712,0.35320362148538487,0.010696278458199204,0.23443695602670567,0.1187666654586792,0.029656675109447757,4.120241956453147,-0.005035107673154464,-0.0038607672979433256
76,joint_finetune,8,all,0.12961341062886284,0.368149151191282,-0.004401260641892181,0.0011605081763617331,0.6941687645036518,1.0151133843209197,0.036697534568925674,0.11174252616028445,0.32841153524922473,0.5023979006368495,0.0040368746363542,88,0.759493670886076,0.5056818181818182,0.016568086041409587,-0.09992723610365561,0.01721159620001824,-0.06991240293982792,0.026445236613208564,0.004074568718959615,0.29041947622128106,0.010554020856520685,0.17165281076260186,0.1187666654586792,0.0250575647666522,3.076216775380604,-0.005079892584834091,-0.0038395293200753897
