epoch,stage,stage_epoch,trainable,train_loss,train_rank_loss,train_topk_loss,train_return_loss,train_direction_loss,train_gate_entropy,rank_ic_mean,rank_ic_std,rank_ic_ir,direction_accuracy,topk_return_mean,day_count,competition_rolling_win_rate,competition_turnover_mean,competition_rolling_excess_equal_mean,competition_max_drawdown,competition_recent_return_mean,competition_rolling_return_min,competition_rolling_return_mean,competition_recent_return_min,competition_period_return,competition_latest_window_return,competition_period_excess_equal,competition_market_equal_period_return,competition_score,competition_sharpe,train_topk_aux_final_score_k10_loss,train_topk_aux_final_score_k40_loss
12,score_rank,2,encoder_and_score,0.3647554004416878,0.36584964734866665,-0.001319214578346672,0.008083239294892247,0.6962037040178323,1.0942470397999737,0.04418137288046339,0.11996352485953281,0.3682900525988717,0.5116374758266928,0.00035897179060901345,88,0.6455696202531646,0.5056818181818182,-0.007058783361536194,-0.14036471287528862,0.004343147252916979,-0.12459746753560774,0.002818367210262782,-0.009374734298614906,0.02229551938344443,-0.004003938449685718,-0.09647114607523477,0.1187666654586792,-0.023149709509019373,0.3895067240501562,,
13,score_rank,3,encoder_and_score,0.36468183150566486,0.36577612014291144,-0.001358187586179801,0.008034931180045982,0.6966395258482517,1.094288575431752,0.04126315230449476,0.11412526625404165,0.3615601843385269,0.515272043998848,0.0007281259300849673,88,0.6708860759493671,0.5056818181818182,-0.004263906548453079,-0.14030213148615345,0.008608102709383858,-0.12689329287249207,0.005613244023345896,-0.014503008771917458,0.039554688650821124,-0.014503008771917458,-0.07921197680785808,0.1187666654586792,-0.018560948775093726,0.5973833578702868,,
14,score_rank,4,encoder_and_score,0.3644825171519196,0.3655769431885724,-0.0014298315604465118,0.008561431682913106,0.696908321325887,1.094426168561894,0.04352174206667008,0.1175328710852414,0.3702942135660558,0.5143896897130291,0.0006960857534233418,88,0.6582278481012658,0.5056818181818182,-0.005574737805483677,-0.13745134577982798,0.002832498803693162,-0.12963365606680843,0.004302412766315299,-0.016127871038827513,0.014591528805859566,-0.016127871038827513,-0.10417513665281963,0.1187666654586792,-0.023063626635227853,0.2951624550552279,,
15,score_rank,5,encoder_and_score,0.36431438500843305,0.3654076179348068,-0.0014862556675016448,0.009305738960118694,0.6965726219323749,1.093232952966067,0.04224838245740377,0.11375244806856373,0.3714063580586746,0.5143256847389283,0.0005454830980976443,88,0.569620253164557,0.5056818181818182,-0.006393000542319653,-0.13452435404205587,-0.00836627040201221,-0.12109613328514457,0.0034841500294793227,-0.021188920748827944,0.026797455170295637,-0.021188920748827944,-0.09196921028838356,0.1187666654586792,-0.025686147581060255,0.44201346810418757,,
16,score_rank,6,encoder_and_score,0.3642458370708591,0.3653389339309499,-0.001532082808890873,0.010740764882018666,0.696463147074142,1.093096953479594,0.042436472600315384,0.11284681986056841,0.37605377495572456,0.5127278462783393,0.0005310188891433592,88,0.6455696202531646,0.5056818181818182,-0.003027279036496313,-0.13310337351590018,-0.0028967504204833626,-0.12316037757851295,0.006849871535302663,-0.019502496303246963,0.04525739091376546,-0.019502496303246963,-0.07350927454491374,0.1187666654586792,-0.019720035459626577,0.6634838180316985,,
17,score_rank,7,encoder_and_score,0.3640242004619057,0.36511678938447484,-0.001592646981659729,0.010736154712349606,0.6962816754883356,1.0925886115303736,0.043754538683143655,0.11248156245850147,0.38899298451056186,0.5122683819999726,0.000690279917266294,88,0.5822784810126582,0.5056818181818182,-0.005435836769399082,-0.1289492594555921,-0.0062648420639195065,-0.11778818765313548,0.004441313802399894,-0.013147850201950528,0.029976232618388332,-0.01120229042670362,-0.08879043284029087,0.1187666654586792,-0.023632380939494102,0.47839181202871756,,
18,score_rank,8,encoder_and_score,0.36402242246131605,0.365114510304932,-0.0016498443585464843,0.0105075602597278,0.6966687292123697,1.0920878711905881,0.04434908898333172,0.11255998441986924,0.3940040433721237,0.5135484814819895,0.0005560865134942684,88,0.6075949367088608,0.5056818181818182,-0.003671504311657201,-0.13348728411255162,0.005931802144553755,-0.12289223177277087,0.006205646260141775,-0.007314995278636105,0.05317782308564545,-0.007314995278636105,-0.06558884237303375,0.1187666654586792,-0.01749331589762597,0.7422173203496037,,
19,score_rank,9,encoder_and_score,0.3637335264135488,0.3648248859859341,-0.0017184344440191713,0.011286245011480601,0.6966674907758981,1.0913596935592167,0.04180449873835104,0.10508800858556465,0.3978046525100247,0.5137039221333772,0.00065213122086954,88,0.6075949367088608,0.5056818181818182,-0.006417222708448449,-0.11836545329835357,-0.01915834166590713,-0.10963957516326239,0.0034599278633505267,-0.060705601007054466,0.007084229179442847,-0.01350545602039388,-0.11168243627923635,0.1187666654586792,-0.028373173277676834,0.20523188917522966,,
20,score_rank,10,encoder_and_score,0.3637456876379802,0.3648370113037417,-0.00178756698018889,0.011694494131793558,0.6964165657811336,1.0913241456858616,0.04360028676193391,0.10761942369851712,0.40513399220641494,0.513740496404292,0.0007772863592353216,88,0.6582278481012658,0.5056818181818182,-0.003216764857160788,-0.1257815110849254,0.0018096147376269523,-0.10914219145569404,0.006660385714638188,-0.01621591292699165,0.05763156162382099,-0.013878407050404662,-0.06113510383485821,0.1187666654586792,-0.016551475778880418,0.814729474354691,,
21,return_head,1,encoder_and_return,1.0105277258977337e-05,0.37008325170600603,-0.0005760852287278079,0.0010973162613817332,0.696081307511108,1.087210931309256,0.015227904998176141,0.06553507139825536,0.2323626826563819,0.5086155266923601,0.002139252677311147,88,0.5443037974683544,0.5056818181818182,-0.004254788341377819,-0.13110384488171456,0.046816238432951886,-0.09212229443065412,0.005622362230421157,0.010063195026777327,0.0703161796927354,0.010063195026777327,-0.048450485765943796,0.1187666654586792,-0.006273744850485138,0.9437015938388832,,
22,return_head,2,encoder_and_return,-0.0003057181571167359,0.3700290368086033,-0.0005930006711280167,0.000791532562935578,0.6955782646568752,1.097250667300345,0.015222180590906962,0.06976919897863104,0.2181790935505684,0.5085240910150731,0.0013871648271478161,88,0.6075949367088608,0.5056818181818182,-0.005015967299275103,-0.12700965771547013,0.02436898139302408,-0.09404847048926268,0.004861183272523873,-0.012676371410112797,0.048915068213640556,-0.012676371410112797,-0.06985159724503864,0.1187666654586792,-0.013401988576190573,0.7358455587779434,,
23,return_head,3,encoder_and_return,-0.0003434971249412927,0.369899908011629,-0.0005900238634151614,0.0007543843500863617,0.6953888737923822,1.09788142224492,0.025337598127600443,0.07744737363762634,0.32715890723621194,0.5156743609789104,0.001279591578250719,88,0.5569620253164557,0.5056818181818182,-0.008019465656849262,-0.13595767326824704,0.013135508186011524,-0.09677878424836173,0.001857684914949714,-0.0063057057250108794,0.014632834796878269,-0.0063057057250108794,-0.10413383066180093,0.1187666654586792,-0.02269163498548747,0.29927757826371476,,
24,return_head,4,encoder_and_return,-0.0003579374944205764,0.3698712718037734,-0.0005888249257240889,0.0007401517385406131,0.6952507617615334,1.0980891820049903,0.02334467899462579,0.07632434554311628,0.3058615023621549,0.510608824457215,0.0013770219917536122,88,0.5189873417721519,0.5056818181818182,-0.006343204330961772,-0.11258429133041492,0.0018323131451144503,-0.07996921003656965,0.003533946240837204,-0.037299678829523786,0.011246358264352496,-0.037299678829523786,-0.1075203071943267,0.1187666654586792,-0.02297654631138602,0.2570776790976681,,
25,return_head,5,encoder_and_return,-0.0003710125329459701,0.3699610790762921,-0.0005888901138612243,0.000727225490770368,0.6950614934391384,1.0982379702836924,0.030752513763090798,0.08027137654104567,0.38310684441004844,0.5134799047240243,0.0021683652842263905,88,0.5189873417721519,0.5056818181818182,-0.0017026434836106812,-0.11091877907018977,-0.004805637616127889,-0.08998821127024315,0.008174507088188294,-0.026652984422807946,0.08692426586844904,-0.026652984422807946,-0.031842399590230164,0.1187666654586792,-0.014349383549221339,1.1339905000408261,,
26,return_head,6,encoder_and_return,-0.00037631336439937014,0.369956048763521,-0.0005865569839936754,0.0007220208188781313,0.6949953818194932,1.0983341318358386,0.02864345583746162,0.07853470175264377,0.3647235578442542,0.5071754147750911,0.0025940013938452466,88,0.5949367088607594,0.5056818181818182,-0.0007522749590067757,-0.09477684851804002,-0.014749874370323735,-0.07940464589967888,0.0091248756127922,-0.028567849598425843,0.1221301243476336,-0.01813504303760438,0.003363458888954396,0.1187666654586792,-0.010418467475218645,1.637755502355797,,
27,return_head,7,encoder_and_return,-0.00038298025400843196,0.3699136739481611,-0.0005850564442513344,0.0007154168460547996,0.6949625631652908,1.0983970492218718,0.0317439503439102,0.07936688521286339,0.3999646736642412,0.5086200984762245,0.0018513791326933476,88,0.5569620253164557,0.5056818181818182,-0.00010026040600237714,-0.09231321589019292,-0.017171800994375142,-0.08093201861327959,0.009776890165796599,-0.030681487552334907,0.1303561047435975,-0.030681487552334907,0.01158943928491829,0.1187666654586792,-0.009976126660141017,1.7330775678964703,,
28,return_head,8,encoder_and_return,-0.0003847687435226779,0.37003358349581195,-0.0005800039678684203,0.0007136775241560248,0.6951123785102556,1.0984462157917978,0.027763828691370288,0.07567895264821886,0.36686327862418855,0.5040574581796071,0.001534783279236184,88,0.5822784810126582,0.5056818181818182,-0.00032519335611005257,-0.08888050895241695,-0.02235664549368537,-0.09055773515612409,0.009551957215688923,-0.03058526226848668,0.10367994434956973,-0.025893663700080283,-0.015086721109109469,0.1187666654586792,-0.013467231696190948,1.4377780880745832,,
29,return_head,9,encoder_and_return,-0.0003883628159040051,0.3700487785229899,-0.0005744602142087265,0.0007101399500266687,0.6951925223051906,1.0985027143995927,0.02771352752202497,0.0742360920325414,0.37331608875473593,0.5062702015699506,0.0014542746959539893,88,0.6962025316455697,0.5056818181818182,0.002556269865638878,-0.10382555883344224,-0.02352909955764939,-0.09390800609336547,0.012433420437437854,-0.04317520844551559,0.1558163744888983,-0.04317520844551559,0.03704970903021909,0.1187666654586792,-0.0073171619080606015,2.0363623920165033,,
30,direction_head,1,encoder_and_direction,0.6915381732163813,0.3698613421225141,-0.0006058360748288313,0.001410947423981938,0.6926308598779383,1.0926871596538998,0.03223662018030915,0.1162098561691354,0.2774000523104596,0.5123346728660055,-1.8103505929254673e-05,88,0.6075949367088608,0.5056818181818182,-0.010175247526346933,-0.1273452953564903,0.014008582460207841,-0.09699418167630935,-0.0002980969545479577,-0.0007254836689548627,0.03226332679766464,-0.0007254836689548627,-0.08650333866101456,0.1187666654586792,-0.02052843033998375,0.541091469522839,,
31,direction_head,2,encoder_and_direction,0.6907491198071597,0.3694689264712859,-0.0006601560010929931,0.002825654144931953,0.6918391020877562,1.0899830512119224,0.04283723321651903,0.11181090929989869,0.3831221254235685,0.5123346728660055,0.001238538902808531,88,0.5189873417721519,0.5056818181818182,-0.008510391976946639,-0.14630274358214435,0.012308164390333087,-0.08709986858150665,0.0013667585948523365,-0.014573596267330013,0.02380952640323053,-0.014573596267330013,-0.09495713905544867,0.1187666654586792,-0.023665065116658182,0.42394514570610914,,
32,direction_head,3,encoder_and_direction,0.6902847927131676,0.36909450372223856,-0.0007217173581135786,0.004939215668814784,0.6913732922098228,1.0884986778369294,0.039990293257827984,0.10336465640559489,0.38688556271022834,0.5125015429770542,0.001286446223688968,88,0.6075949367088608,0.5056818181818182,0.00030515863329543154,-0.09709186877570042,0.018776367020688835,-0.08219738899293161,0.010182309205094407,-0.004017638217713615,0.13992880221735793,-0.004017638217713615,0.02116213675867873,0.1187666654586792,0.00021962938798811803,1.8809193535993705,,
33,direction_head,4,encoder_and_direction,0.6899508729691082,0.369210459068286,-0.0007411820270933264,0.0061401183366267915,0.6910387019047391,1.0878290062865628,0.03550303431166104,0.09771655377844309,0.3633267132215754,0.5138867934879511,0.001981374945899006,88,0.5949367088607594,0.5056818181818182,-0.0009447490547629736,-0.07485391862183866,-0.006768320499055203,-0.08929274356519179,0.008932401517036002,-0.019240795777050956,0.08578958395403746,-0.018672804518686914,-0.032977081504641736,0.1187666654586792,-0.010170700809806898,1.2271532818536917,,
34,direction_head,5,encoder_and_direction,0.689589872508978,0.3690924763749669,-0.0007558175339470791,0.007160990467577901,0.6906770530906124,1.0871811687700743,0.032565091721293175,0.09571313557181546,0.34023638998702477,0.5160538190396511,0.0022067054091663026,88,0.6582278481012658,0.5056818181818182,0.004188451299518843,-0.09261732513773036,0.01671991034744751,-0.08823445580333666,0.014065601871317819,-0.0023079543268539338,0.1289018002621991,-0.0023079543268539338,0.010135134803519907,0.1187666654586792,0.0016924094683058374,1.6952508535140696,,
35,direction_head,6,encoder_and_direction,0.6891281192901908,0.36951024797890314,-0.0007401545729051046,0.007936947269646397,0.6902153911907719,1.087271767268818,0.030079228968301466,0.09476626443848449,0.3174043964540436,0.5193546469897089,0.002089059378042955,88,0.6708860759493671,0.5056818181818182,0.004776437240924306,-0.09951779975657016,0.06680010524994265,-0.08781928721673915,0.014653587812723282,0.03814858915815389,0.19829668539617185,0.04673600625591412,0.07953001993749265,0.1187666654586792,0.020911873791696935,2.4375680526217898,,
36,direction_head,7,encoder_and_direction,0.6885702378824222,0.3696448857851629,-0.0007193773760112373,0.008137273534558485,0.6896559636757049,1.085726097866393,0.02873310992467304,0.09592396428560598,0.29954047602872713,0.52343724998057,0.0010402101109899706,88,0.5443037974683544,0.5056818181818182,-0.0002491080771297449,-0.09546624551534244,0.04757434686064264,-0.08125401438710955,0.00962804249466923,-0.010679273563619307,0.1464385516944824,-0.010679273563619307,0.02767188623580319,0.1187666654586792,0.0072949035385859,1.908403466954314,,
37,direction_head,8,encoder_and_direction,0.6879688275428714,0.369823129879439,-0.0006980175000640839,0.008156074898872741,0.689052309023064,1.0834818941624884,0.027905008081838985,0.09832002023842168,0.2838181686107324,0.52642491073592,0.0009841767330892087,88,0.569620253164557,0.5056818181818182,0.0003704966016992335,-0.0906303135846086,0.04344641968312986,-0.08239244000244039,0.01024764717349821,0.002807520599184654,0.16165355667247105,0.002807520599184654,0.042886891213791856,0.1187666654586792,0.00886196256539792,2.0959598281004173,,
38,direction_head,9,encoder_and_direction,0.6874588722337899,0.3699741539287174,-0.0006768516635685598,0.007928394607809306,0.6885400511995352,1.0811791980596344,0.02658211970623929,0.09866682677816345,0.2694129382107821,0.5264089094923948,0.0009603142332873011,88,0.5949367088607594,0.5056818181818182,-0.0043827055353202245,-0.11299637925674777,0.03797396230777563,-0.08603560964529833,0.005494445036478751,0.003743608158515377,0.0771742555691548,0.003743608158515377,-0.041592409889524395,0.1187666654586792,-0.005551785074384855,1.136671245333213,,
39,direction_head,10,encoder_and_direction,0.6869219829925304,0.37017575497484123,-0.000666309187412188,0.007768364368431958,0.6880011820245869,1.0791998742397144,0.02573091659348291,0.09926940848887893,0.2592028801739614,0.5261323165686019,0.0013859735923192188,88,0.5443037974683544,0.5056818181818182,-0.006433374175585999,-0.13475515454154563,0.02987390703303241,-0.0943161262972676,0.0034437763962129764,-0.0037689590831873065,0.0625804587339629,0.018734647527260062,-0.0561862067247163,0.1187666654586792,-0.012846252971139864,0.9413655441335668,,
40,direction_head,11,encoder_and_direction,0.6864539991413025,0.37030024373089304,-0.0006662342887987224,0.007790029704381107,0.6875319951348196,1.077996379772027,0.024626423785431104,0.09936427092659761,0.24783982769443494,0.5256202767757951,0.0017560640548750102,88,0.5443037974683544,0.5056818181818182,-0.0032075992172057085,-0.14435584811950797,0.0391301278523418,-0.0985645320994003,0.006669551354593267,-0.0044777021124147165,0.07916988215230525,0.038948467828191946,-0.03959678330637395,0.1187666654586792,-0.008059148555165355,1.1468122902228408,,
41,direction_head,12,encoder_and_direction,0.6859930219230685,0.37052096878170193,-0.000660556771157052,0.007853329078069043,0.6870698457503753,1.0768246567551005,0.023925229272395446,0.0987913317452077,0.2421794387193899,0.5250076577379728,0.001207433281127702,88,0.5189873417721519,0.5056818181818182,-0.006636309092333058,-0.13150974114446323,0.03811431172188593,-0.091851014845864,0.0032408414794659183,0.007829086808633923,0.0689671263596674,0.022451912192535728,-0.0497995390990118,0.1187666654586792,-0.010187722457820701,0.986344608622889,,
42,direction_head,13,encoder_and_direction,0.6855056860855286,0.370517652707636,-0.0006598671189214663,0.008046287168398404,0.6865819615606282,1.0762756418452115,0.0229004602675407,0.09886289742637014,0.23163857082578643,0.525313967256884,0.0015545497522411592,88,0.569620253164557,0.5056818181818182,-0.0033453123395565405,-0.12226600213918704,0.03746423923638731,-0.09019820660051547,0.006531838232242435,0.006659374693025466,0.08226021246011417,0.006659374693025466,-0.03650645299856503,0.1187666654586792,-0.005780180740671925,1.147738721573891,,
43,direction_head,14,encoder_and_direction,0.6851031532562643,0.37069624230888326,-0.0006651045417082781,0.008304277284475392,0.6861787278417842,1.075574468555978,0.02138372464140547,0.09700245651817077,0.2204451867401916,0.5244979038370982,0.0010235823042628247,88,0.5822784810126582,0.5056818181818182,-0.0016431416690888979,-0.10437006265877569,0.04421906236823499,-0.08542404275592941,0.008234008902710078,0.003461600173909396,0.15038302478399745,0.003461600173909396,0.031616359325318255,0.1187666654586792,0.005573176369957675,1.9175367286757274,,
44,final_top20,1,encoder_and_final,0.10839285437519793,0.36598304168416024,-0.0014060486677854784,0.008625076538151357,0.6900635105922266,1.092736134183905,0.04724789714959767,0.1090006240320944,0.4334644647143111,0.5138365038654432,0.0017495101158353712,88,0.5949367088607594,0.5056818181818182,-0.0011327048329686177,-0.14807178262052134,0.010963725355901021,-0.1200172028130827,0.008744445738830358,-0.007946356998856152,0.06557916969171695,0.0018948934485898405,-0.053187495766962245,0.1187666654586792,-0.015183892850181267,0.8885895911813473,-0.0014154944664963056,-0.001393309474209236
45,final_top20,2,encoder_and_final,0.10815413172119431,0.365376722451306,-0.0016527901272720069,0.007817158190201335,0.6898227011967997,1.0952297959207016,0.04870245529335492,0.10753502338384889,0.45289854189653467,0.5126524118445777,0.000983206473909542,88,0.620253164556962,0.5056818181818182,-0.0013559052162162057,-0.140248100863553,0.01686831210080377,-0.12744986555179938,0.00852124535558277,-0.0017462121818400123,0.0950607737423772,0.007902812364705358,-0.023705891716301997,0.1187666654586792,-0.009846813237016867,1.2066777112868161,-0.0016682447795783569,-0.001633703552875097
46,final_top20,3,encoder_and_final,0.10801606889312025,0.3650576896426115,-0.001847541966327342,0.010273380122537241,0.6899052087947718,1.0947929603201703,0.047296975861813244,0.1050569956221741,0.45020301200989604,0.5111780115483261,0.0007469411989198059,88,0.6962025316455697,0.5056818181818182,-0.00084647960003696,-0.1312202274772446,0.016167040782061458,-0.12169842021536004,0.009030670971762016,-0.007597640435530462,0.10771184837465597,-0.007597640435530462,-0.011054817084023227,0.1187666654586792,-0.0068145585050590676,1.396225950072858,-0.0018667616998162375,-0.0018215857700269792
47,final_top20,4,encoder_and_final,0.10790433363661196,0.36482473430807555,-0.0020385940066618784,0.016306911951195165,0.6901417363735421,1.09462057168937,0.04638260298323898,0.1032357525332534,0.4492881762865885,0.5084326553377863,0.0010751042731995271,88,0.6582278481012658,0.5056818181818182,-0.0012226592082177131,-0.14025364806797846,0.02153180162135928,-0.12177420927979132,0.008654491363581263,-0.009384435715957151,0.08998145663804791,-0.009384435715957151,-0.02878520882063129,0.1187666654586792,-0.008736395147911259,1.1664657319257885,-0.0020641794653238,-0.0020038083206216995
48,final_top20,5,encoder_and_final,0.10778850716499808,0.36455895963523444,-0.0021994255438252813,0.019464151609553053,0.6905264756201014,1.0951076385342002,0.04726308791903256,0.10413284019033126,0.45387303210635893,0.5094018735170276,0.001056141103121759,88,0.6582278481012658,0.5056818181818182,-0.0013292595681770117,-0.12792339995795865,0.007946604303775784,-0.11730458651356113,0.008547891003621964,-0.017312090489761456,0.08273360285069109,-0.017312090489761456,-0.03603306260798811,0.1187666654586792,-0.011683085243018445,1.1003449679211923,-0.0022404596031014574,-0.0021515081194243128
49,final_top20,6,encoder_and_final,0.10771143731560828,0.3644149594092243,-0.0023550813818697352,0.01673497451678151,0.6908971029846299,1.0949351358161103,0.046670594324160763,0.10306427217356678,0.4528299995711852,0.5049443842492902,0.0011777387204677905,88,0.6835443037974683,0.5056818181818182,-0.0013938798488026538,-0.1282100979972154,-0.0009347721574315849,-0.11927709478978799,0.008483270722996322,-0.03535896796905369,0.09565672675098269,-0.03535896796905369,-0.02310993870769651,0.1187666654586792,-0.012422163369598881,1.2402747082423453,-0.0023996145929151952,-0.0022957615980006233
50,final_top20,7,encoder_and_final,0.10763655692391567,0.3642772585416696,-0.0025061892236326946,0.01849977742264452,0.6915103284803259,1.0948687149118577,0.046905488922213696,0.10316440049857323,0.45466739200275197,0.5044232008887548,0.0009595472926197214,88,0.6835443037974683,0.5056818181818182,-0.0008172700291529632,-0.12683488252860098,0.007081732176369182,-0.11218481275708325,0.009059880542646013,-0.019584790978179223,0.0974160661211092,-0.019584790978179223,-0.021350599337569998,0.1187666654586792,-0.009787446401467266,1.277570375189979,-0.0025730034302795875,-0.00243026247014178
51,final_top20,8,encoder_and_final,0.1075801532485332,0.3642088809105984,-0.002670467161793453,0.017500675260760833,0.6917631767510386,1.0946193374276794,0.04628417543026883,0.1020706420117737,0.4534523788429784,0.5045763556482104,0.0007105159472551102,88,0.6582278481012658,0.5056818181818182,-0.001711183774558516,-0.11951195102288459,0.0020696385395193363,-0.11759916635016099,0.00816596679724046,-0.028954354490166034,0.09659183256245574,-0.028954354490166034,-0.022174832896223462,0.1187666654586792,-0.011135417132908516,1.2251385636190053,-0.0027466914133588306,-0.002581949851611428
