window_id,start_date,end_date,initial_cash,final_nav,day_count,period_return,ten_day_return,annual_return,sharpe,max_drawdown,total_return,turnover_mean
1,2025-09-17,2025-09-30,1000000.0,971421.3899111715,10.0,-0.02857861008882845,-0.02857861008882845,-0.5184148532382975,-4.191397860732927,-0.04950988205904794,-0.02857861008882845,0.36999999999999994
