epoch,train_loss
1,0.40198329643090475
2,0.4009663929436283
3,0.4007106234924581
4,0.4005260950503699
5,0.4003663582713763
6,0.40033866694404485
7,0.4001582886462913
8,0.4001219459565979
9,0.3999775423640703
10,0.399917430946396
11,0.39970786496788413
12,0.3997098151438051
13,0.39952108315669027
14,0.3994357127281428
15,0.39921871669878156
16,0.39909038184472284
17,0.3988708351401557
18,0.39878828537550864
19,0.39870329173703933
20,0.3984792561889962
