variant,run_dir,config,validation_rank_ic,validation_icir,validation_topk_return,validation_direction_accuracy,validation_total_return,validation_annual_return,validation_sharpe,validation_max_drawdown,validation_excess_equal_weight,holdout_rank_ic,holdout_icir,holdout_topk_return,holdout_direction_accuracy,holdout_total_return,holdout_annual_return,holdout_sharpe,holdout_max_drawdown,holdout_excess_equal_weight,status
clean_price_only_no_factors_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/runs/20260528_factor_clean_after_current_clean_price_only_no_factors_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/configs/clean_price_only_no_factors_h64.yaml,0.0405989608,0.4539459993,0.0001244454,0.5184743622,0.07289662795495833,0.34382617930864456,1.7526675270983538,-0.061253307207054464,0.04030480819177473,0.0207689524,0.2150572852,0.0008764678,0.5104648611,-0.03610912142335376,-0.0999603767881343,-0.39211566371047,-0.14904215555793376,-0.15075960932313404,ok
clean_selected_manual_only_no_price_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/runs/20260528_factor_clean_after_current_clean_selected_manual_only_no_price_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/configs/clean_selected_manual_only_no_price_h64.yaml,0.0750884832,0.6833981983,0.0013447535,0.514148789,0.04288239158865781,0.19285706156352456,1.1108503550558542,-0.09535026146264358,0.010290571825474215,0.0450859061,0.3576591762,0.0010243795,0.5091938994,0.021458103627421066,0.06268445017502922,0.38335205467800004,-0.12953835076108133,-0.09319238427235921,ok
clean_selected_all_no_price_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/runs/20260528_factor_clean_after_current_clean_selected_all_no_price_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/configs/clean_selected_all_no_price_h64.yaml,0.0734128863,0.699358436,0.0016275609,0.5089836246,0.040436331331795916,0.1811502277794823,1.1000715037199336,-0.09232489239506336,0.007844511568612322,0.0449621797,0.3591403575,0.0011268479,0.514213741,0.06916222737359545,0.2110730207193121,0.9711316674190539,-0.13260986137415653,-0.04548826052618482,ok
clean_price_plus_selected_manual_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/runs/20260528_factor_clean_after_current_clean_price_plus_selected_manual_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/configs/clean_price_plus_selected_manual_h64.yaml,0.0664697123,0.6545426783,0.0014437029,0.5169899652,0.03929636821098437,0.17572437102678196,1.0896752196520076,-0.08845697412446007,0.006704548447800773,0.0414695552,0.3507232545,0.0016546887,0.5105105792,0.041658013791925574,0.12397955331626798,0.636551653820003,-0.13995171399258566,-0.0729924741078547,ok
clean_price_plus_news_only_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/runs/20260528_factor_clean_after_current_clean_price_plus_news_only_h64,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260528_factor_clean_after_current/configs/clean_price_plus_news_only_h64.yaml,0.0443785322,0.4777308695,-0.0003713671,0.5139204202,0.012727805888270716,0.054555604555465154,0.3921348923977591,-0.06702993458311846,-0.019864013874912878,0.022657986,0.2273401537,0.0007719208,0.5117678255,-0.003041270386465955,-0.008684433287719173,0.06948609759916058,-0.16922537087703537,-0.11769175828624623,ok
