run,r_value,epoch,checkpoint,val2026_strict_competition_score,val2026_strict_latest_window_return,hold2026_recent_market_equal_period_return,same_calendar_2025_market_equal_period_return,same_comp_2025_market_equal_period_return,val2026_strict_market_equal_period_return,hold2026_recent_max_drawdown,same_calendar_2025_max_drawdown,same_comp_2025_max_drawdown,val2026_strict_max_drawdown,hold2026_recent_period_excess_equal,same_calendar_2025_period_excess_equal,same_comp_2025_period_excess_equal,val2026_strict_period_excess_equal,hold2026_recent_period_return,same_calendar_2025_period_return,same_comp_2025_period_return,val2026_strict_period_return,val2026_strict_recent_return_mean,val2026_strict_recent_return_min,val2026_strict_rolling_excess_equal_mean,val2026_strict_rolling_return_mean,val2026_strict_rolling_win_rate,hold2026_recent_turnover_mean,same_calendar_2025_turnover_mean,same_comp_2025_turnover_mean,val2026_strict_turnover_mean,val2026_strict_selection_component,hold2026_recent_selection_component,same_calendar_2025_selection_component,same_comp_2025_selection_component,selection_score,selection_score_weight_sum
r020_topk005_open,0.2,11,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_11.pt,0.0244385369722856,0.0248729040090625,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.026570856641531,-0.0578968090305773,-0.0491501217238892,-0.1875549416501978,0.0778386976492691,-0.0605788906343814,-0.0059644090450048,0.0745858588820662,0.0357705738318252,-0.0828096946009037,0.0074200523578882,0.1935805717116561,0.1079085327810936,0.0248729040090625,0.011462859010905,0.0213668527985498,0.5569620253164557,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,0.0244385369722856,0.0778386976492691,-0.0605788906343814,-0.0059644090450048,0.02603103847238597,1.0
r020_topk005_open,0.2,19,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_19.pt,0.0121344221066361,0.0755380755689396,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0196396265386082,-0.0151652495066457,-0.0241215210598315,-0.0830895533710762,0.0553972222419638,0.0113992804722133,-0.022486637205113,0.0076539224885827,0.01332909842452,-0.0108315234943088,-0.0091021758022199,0.1266486353181726,0.0644274948288898,0.0193561764374721,0.000650687670817,0.0105546814584618,0.6329113924050633,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,0.0121344221066361,0.0553972222419638,0.0113992804722133,-0.022486637205113,0.02069373702896292,1.0
r020_topk005_open,0.2,13,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_13.pt,0.0120183723938154,-0.0206156181018849,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0196755676096906,-0.0252656141516882,-0.0175281614768505,-0.1169774185067927,0.0386054614911398,0.0063565251159022,0.0107414214260155,0.0545343197025314,-0.0034626623263039,-0.0158742788506199,0.0241258828289085,0.1735290325321212,0.0360979261470182,-0.0206156181018849,0.0104941871123841,0.0203981809000289,0.6582278481012658,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,0.0120183723938154,0.0386054614911398,0.0063565251159022,0.0107414214260155,0.019127149342298585,1.0
r020_topk005_open,0.2,12,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_12.pt,0.0217423070977344,0.0134257473441428,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0254141614860228,-0.0162822327435366,-0.0114776361427972,-0.0880881533193824,0.0222485010401137,0.0104602105173443,0.0108699462227217,0.0941711787188208,-0.01981962277733,-0.0117705934491778,0.0242544076256148,0.2131658915484107,0.0420262675222986,0.0134257473441428,0.0118693244711549,0.0217733182587997,0.7215189873417721,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,0.0217423070977344,0.0222485010401137,0.0104602105173443,0.0108699462227217,0.019124858098522837,1.0
r020_topk005_open,0.2,6,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_6.pt,-0.0083897555620601,-0.0180657771232836,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0183385070096516,-0.0123376259033936,-0.0077296253424158,-0.0984149679204503,0.058043405442596,0.0061172919150027,0.009359504844645,-0.0750367135759051,0.0159752816251521,-0.0161135120515194,0.0227439662475381,0.0439579992536847,0.0206846737121783,-0.0180657771232836,0.0024190992030968,0.0123230929907416,0.5569620253164557,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0083897555620601,0.058043405442596,0.0061172919150027,0.009359504844645,0.015572231224807715,1.0
r020_topk005_open,0.2,5,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_5.pt,0.0009819166715923,0.004117085610624,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0130288843819839,-0.021865078897084,-0.0107800890529995,-0.1015300383840516,0.0529966196980959,-0.0079695598618207,-0.000490754416671,-0.0572945607414845,0.0109284958806521,-0.030200363828343,0.012893706986222,0.0617001520881053,0.0637573194925716,0.004117085610624,-0.0018588432234554,0.0080451505641893,0.5063291139240507,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,0.0009819166715923,0.0529966196980959,-0.0079695598618207,-0.000490754416671,0.01528330912683384,1.0
r020_topk005_open,0.2,7,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_7.pt,-0.0222158177531907,-0.0578672299332917,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0118779615271091,-0.0063394695292413,-0.0126928357202268,-0.1211476317745887,0.059710154192839,0.0163621510201955,0.0210807973400393,-0.1429500293763412,0.0176420303753952,-0.0058686529463266,0.0344652587429323,-0.0239553165467514,0.0158446880476307,-0.0578672299332917,-0.0038079653988218,0.0060960283888229,0.5443037974683544,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0222158177531907,0.059710154192839,0.0163621510201955,0.0210807973400393,0.012596296813945236,1.0
r020_topk005_open,0.2,4,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_4.pt,-0.0228950328401396,-0.0283465643828845,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.006628305721581,-0.0120972364298316,-0.0079882817701487,-0.106820630667316,0.0656170577225758,0.0006613929916191,0.0052593755178653,-0.0905852725224829,0.023548933905132,-0.021569410974903,0.0186438369207584,0.0284094403071069,0.0025376441560677,-0.0283465643828845,-0.0101994213919985,-0.0002954276043537,0.4936708860759494,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0228950328401396,0.0656170577225758,0.0006613929916191,0.0052593755178653,0.01012244860239547,1.0
r010_topk005_open,0.1,12,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r010_topk005_open/checkpoints/msgca_epoch_12.pt,-0.0134045360571399,-0.0425073096792117,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0354209207701683,-0.0544263782851189,-0.0257395897763966,-0.1504979473665449,0.036297813248141,-0.007699068941793,0.04766030448877,-0.0937968804632198,-0.0057703105693027,-0.0299298729083152,0.061044765891663,0.0251978323663699,0.0419062946823958,-0.0425073096792117,-0.0018532556240417,0.008050738163603,0.4683544303797468,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,-0.0134045360571399,0.036297813248141,-0.007699068941793,0.04766030448877,0.009852457192101469,1.0
r020_topk005_open,0.2,14,/data/jiaxuanLin/AItrader/data/experiments/msgca/20260601_loss_ablation/runs/r020_topk005_open/checkpoints/msgca_epoch_14.pt,0.0046959008237814,-0.0081312642127221,-0.0420681238174438,-0.0222308039665222,0.013384461402893,0.1189947128295898,-0.0292260160183015,-0.0189409033167362,-0.0084151872600281,-0.0833717406460045,0.0075124326377672,0.0163453556164063,0.0189406898387323,0.0240245919466397,-0.0345556911796766,-0.0058854483501158,0.0323251512416253,0.1430193047762296,0.0141791975003809,-0.0081312642127221,0.0068109104935054,0.0167149042811502,0.6455696202531646,0.6666666666666666,0.6499999999999999,0.6444444444444444,0.6045454545454544,0.0046959008237814,0.0075124326377672,0.0163453556164063,0.0189406898387323,0.008777640843924114,1.0
