name,predictions_path,start_date,end_date,day_count,top_n,daily_replace_k,score_variant,score_weight_y,score_weight_return,score_weight_direction,score_weight_cap,cap_min_pct,cap_bonus,exclude_st,exclude_bj,period_return,period_excess_equal,market_equal_period_return,sharpe,max_drawdown,turnover_mean,rolling_return_mean,rolling_excess_equal_mean,rolling_return_median,rolling_win_rate,rolling_return_min,market_equal_rolling_mean,market_equal_rolling_win_rate,competition_score,recent_window_count,latest_window_return,recent_return_mean,recent_return_min,recent_win_rate
baseline_theme_ctx008_holdout_direct_theme_soft_recomputed,data/experiments/msgca/20260604_theme_train/eval/theme_ctx008_scratch_seed2031/predictions/holdout_predictions.parquet,2026-05-06,2026-06-01,19,20,5,direct_theme_soft,1.0,0.0,0.0,0.0,0.0,0.0,True,True,0.08673840402799127,0.12478339313703057,-0.03804498910903931,2.9295227842938565,-0.05870826236981741,0.5263157894736842,0.029641756394586515,0.060708317139825774,0.024856488107792285,0.9,-0.018018004534523402,-0.03106656074523926,0.2,0.04353423034143837,10,0.02608140444732676,0.029641756394586515,-0.018018004534523402,0.9
