industry,count,top20,top80,median_rank,mean_score,variant
电器仪表,85,0,1,2050.0,-952941176.4317062,strict_theme_s5_rerank
电器连锁,1,0,0,885.0,-1000000000.0,strict_theme_s5_rerank
电气设备,306,0,5,2427.0,-980392156.867623,strict_theme_s5_rerank
白酒,19,0,0,2973.0,-1000000000.1894736,strict_theme_s5_rerank
百货,34,0,1,2979.5,-941176470.5857525,strict_theme_s5_rerank
石油加工,12,0,0,2657.5,-1000000000.1999999,strict_theme_s5_rerank
石油开采,17,0,0,3053.0,-1000000000.1411765,strict_theme_s5_rerank
石油贸易,4,0,0,243.0,-1000000000.0,strict_theme_s5_rerank
矿物制品,31,1,4,1963.0,-838709677.116418,strict_theme_s5_rerank
种植业,17,0,0,2682.0,-1000000000.1764706,strict_theme_s5_rerank
空运,8,0,0,2607.5,-1000000000.0,strict_theme_s5_rerank
红黄酒,6,0,1,3010.0,-833333333.105663,strict_theme_s5_rerank
纺织,39,0,0,2157.0,-1000000000.0615385,strict_theme_s5_rerank
纺织机械,10,0,0,2724.0,-899999999.8514534,strict_theme_s5_rerank
综合类,16,0,0,2724.0,-1000000000.0375,strict_theme_s5_rerank
航空,50,0,0,2528.5,-1000000000.036,strict_theme_s5_rerank
船舶,11,0,0,2593.0,-1000000000.0,strict_theme_s5_rerank
装修装饰,18,0,0,2931.0,-1000000000.0666667,strict_theme_s5_rerank
证券,50,0,1,3022.0,-980000000.0167801,strict_theme_s5_rerank
超市连锁,8,0,0,3697.5,-1000000000.225,strict_theme_s5_rerank
路桥,19,0,0,3127.0,-1000000000.2526315,strict_theme_s5_rerank
软件服务,241,0,1,2174.0,-991701244.8569767,strict_theme_s5_rerank
软饮料,9,0,0,3353.0,-1000000000.0666667,strict_theme_s5_rerank
轻工机械,6,0,0,967.0,-1000000000.0,strict_theme_s5_rerank
运输设备,44,0,0,2896.5,-1000000000.0818181,strict_theme_s5_rerank
通信设备,124,0,1,2059.0,-935483870.951308,strict_theme_s5_rerank
造纸,32,0,0,2693.0,-1000000000.01875,strict_theme_s5_rerank
酒店餐饮,8,0,0,2409.0,-1000000000.0,strict_theme_s5_rerank
钢加工,22,0,0,2384.0,-1000000000.0818181,strict_theme_s5_rerank
铁路,7,0,0,3077.0,-1000000000.2571429,strict_theme_s5_rerank
铅锌,13,0,0,2698.0,-1000000000.1846154,strict_theme_s5_rerank
铜,18,0,0,4034.0,-1000000000.2666667,strict_theme_s5_rerank
铝,29,0,0,3186.0,-1000000000.1862069,strict_theme_s5_rerank
银行,42,0,0,4456.0,-1000000000.3285716,strict_theme_s5_rerank
陶瓷,5,0,1,1247.0,-799999999.5445075,strict_theme_s5_rerank
食品,79,0,0,3039.0,-1000000000.113924,strict_theme_s5_rerank
饲料,21,0,0,2431.0,-1000000000.0857142,strict_theme_s5_rerank
黄金,10,0,0,1093.5,-1000000000.0600001,strict_theme_s5_rerank
